site,basin_areasqkm,springprev_point,springprev_basinmean,springprev_iew01km,springprev_iew05km,springprev_basinmean_log,springprev_iew01km_log,springprev_iew05km_log
13,14.155197807223614,0.1254359930753708,0.060623654213177475,0.03872536165585808,0.05373713177236198,-2.8030701285164072,-3.2512605536431987,-2.923651049523536
14,15.201319696303434,0.10535600036382675,0.05931765157570581,0.03872428968486268,0.05241981061113284,-2.8248483515772302,-3.251288235394554,-2.948470694005787
15,15.43108639803357,0.05687950178980827,0.058598763440767795,0.03963863839906907,0.051792012203953096,-2.837041684315196,-3.227950919276061,-2.9605193461643347
16,15.795106082823425,0.11511199921369553,0.05764710347097765,0.039403299459192645,0.050812634158451296,-2.8534152768774845,-3.2339057235653637,-2.979610251412869
17,16.459900974842654,0.15554499626159668,0.05695134874900763,0.03995463026698826,0.05017698546817904,-2.865557906331498,-3.220010711934273,-2.99219881421709
18,17.286931700605972,0.10062000155448914,0.05642908966776666,0.04111778969522593,0.049801786081017,-2.8747704791927626,-3.191314411827955,-2.999704430514004
19,17.85160298236236,0.09075059741735458,0.05566243613158112,0.040385042076866516,0.04897620469304617,-2.888449755757726,-3.2092958081949816,-3.016420717331628
20,18.08654570271692,0.08904699981212616,0.054925769423691186,0.039770710306200344,0.04818717919406738,-2.9017726521852554,-3.224624559569999,-3.03266228513201
21,19.230364943324187,0.12568600475788116,0.05458523548509192,0.040663135159539385,0.0479702640048588,-2.9079918451602467,-3.202433367027026,-3.037173959942371
22,19.332672186438657,0.15699000656604767,0.05420736106181715,0.04115317665710527,0.04767181476308135,-2.9149385668096244,-3.1904541578251004,-3.0434149411994524
23,20.353480109436855,0.18390600383281708,0.05419057136342022,0.044472048263174926,0.04811797799757709,-2.9152483457538447,-3.112894416082976,-3.034099408759
24,20.492909111119612,0.08861300349235535,0.05429671059559394,0.04731791758732019,0.048687364005350973,-2.9132916322272093,-3.050866247870716,-3.022335748569942
25,21.01156235230059,0.17483800649642944,0.054620725237205195,0.05118136575734829,0.049648466629858924,-2.9073418851557205,-2.9723797632343603,-3.0027877725558003
26,21.586828297180848,0.1414400041103363,0.05463869433568566,0.05214241725452215,0.050000184345387826,-2.9070129597648897,-2.9537765107051874,-2.995728586653031
27,21.84045320975609,0.2136089950799942,0.054680528829928514,0.053074345135666334,0.050372101232335854,-2.906247595813819,-2.9360616099396606,-2.988317804145967
28,22.383530788818753,0.0682092010974884,0.05462959142236674,0.05291954285497011,0.050513886138504396,-2.907179575599976,-2.938982578189736,-2.9855070074592893
29,22.737441062232115,0.14513300359249115,0.05448348477465047,0.05212718749337691,0.05045113934384181,-2.9098576548940986,-2.9540686334439354,-2.986749948813307
30,23.111570158397853,0.06405709683895111,0.05437443307197197,0.05175721413790571,0.050452935773248074,-2.911861215890227,-2.9611914529214136,-2.986714342136285
31,23.20053297849519,0.10220199823379517,0.0544185225889163,0.05261747119047503,0.05071597694106412,-2.911050694306542,-2.944707062478535,-2.9815142909844123
32,23.718862718512963,0.11591099947690964,0.054450245102106803,0.05345527016651743,0.05103421670495247,-2.910467928197196,-2.9289100464368927,-2.975258955437808
33,24.284504503769814,0.24562600255012512,0.05477894064551837,0.056565392886600736,0.051913441948049935,-2.904449453678144,-2.872357913873374,-2.9581775252719926
34,99.85591304441186,0.08964250236749649,0.03909967255735101,0.062103523602579945,0.04688732833414851,-3.241641186518185,-2.7789525508701156,-3.060007824809338
