site,basin_areasqkm,springprev_point,springprev_basinmean,springprev_iew01km,springprev_iew05km,springprev_basinmean_log,springprev_iew01km_log,springprev_iew05km_log
1967,4.864567878342724,0.30086401104927063,0.15265339070750528,0.15319635163181622,0.15275793689234507,-1.8795853477485274,-1.876034836372946,-1.8789007222649547
1968,5.480594969887328,0.11060799658298492,0.14077307532729588,0.13282652673996953,0.1393475012875429,-1.9606060799129255,-2.018711312339125,-1.9707844564130592
1969,5.756298836906116,0.11762499809265137,0.1251679250656448,0.10736995983551725,0.12178143209389473,-2.07809904270982,-2.2314748396116286,-2.1055273811903255
1970,6.53367213399639,0.1121549978852272,0.113320340219555,0.08935542048947608,0.10850987375089895,-2.1775366017338675,-2.4151333734140414,-2.2209141078296493
1971,7.054509008034505,0.0971217006444931,0.10484769196412504,0.07738130677310535,0.0990369270187689,-2.255246534617312,-2.5590100421151556,-2.3122624982052393
1972,7.726744426824935,0.14529800415039063,0.09953698847215635,0.07133658105311828,0.09321435347905231,-2.3072259604583056,-2.6403460248827666,-2.3728535618625273
1973,11.13887295409077,0.14365899562835693,0.08485864490941424,0.057896500393042685,0.07801594141987023,-2.4667684078787726,-2.849098338491679,-2.550842095996892
1974,11.547293173640426,0.13128699362277985,0.08258430467703624,0.05706151932682371,0.07579517613306877,-2.4939356325270454,-2.863625306722955,-2.579720627764309
1975,12.077026329686113,0.15259000658988953,0.08047178419911807,0.05645140454618987,0.07378675288174333,-2.519848662842754,-2.8743751074526003,-2.6065760637351882
1976,15.854630296993085,0.10700400173664093,0.07130952364015797,0.05308037253381527,0.06567622495892317,-2.640725389091036,-2.935948051196578,-2.7230182917546606
1977,16.4307858700772,0.12783600389957428,0.07031971911962251,0.052483055246210907,0.06461823391832976,-2.654703019930279,-2.9472649186969093,-2.739258649223427
1978,16.863711302794048,0.14877000451087952,0.06970960386365832,0.05290699576545436,0.06401837397803513,-2.663417182132908,-2.9392197037678396,-2.7485851434190924
1979,17.387378812018223,0.14734500646591187,0.06926817939436047,0.05389147272242709,0.06374022211511339,-2.6697696500364816,-2.9207830191038324,-2.7529394852937563
1980,18.78352896054084,0.07169199734926224,0.06859850972811608,0.05379629841302958,0.06309586537938859,-2.6794844685662094,-2.922550616913207,-2.7631000364726495
1981,18.924009341006823,0.06901480257511139,0.06797824874136481,0.053446018041448114,0.06252550378311143,-2.6885674964263324,-2.92908314304307,-2.772180744944054
1982,19.392600777060576,0.07496459782123566,0.06722142239989569,0.05265223702499842,0.06178743008559541,-2.699763296541669,-2.9440465527008093,-2.784055331879614
1983,19.527258136573383,0.07812319695949554,0.06672085950765029,0.05269475542562956,0.06130170722177927,-2.7072376387057147,-2.9432393459272554,-2.791947586154059
1984,26.493855703287245,0.09498690068721771,0.06200196015725125,0.050849647329169995,0.057370556418704734,-2.7805892789972666,-2.9788820920245,-2.8582240616406867
1985,26.548365649421335,0.0719899982213974,0.06161795425026289,0.05005724842624531,0.056915029732835715,-2.786801985808694,-2.994587960005642,-2.8661958297973675
1986,27.171105390117287,0.07476930320262909,0.061241512873782995,0.049468878019061545,0.05646942723762877,-2.7929300044843544,-3.0064115340267716,-2.8740558981214743
1987,31.594822057222505,0.06922899931669235,0.05947370458396389,0.049961472506747824,0.05509042182168713,-2.822221003880025,-2.996503120445174,-2.8987794105711697
1988,32.57931697455801,0.15455499291419983,0.05902583436742918,0.04920604362256087,0.05455027469966483,-2.8297800602793957,-3.011738825170898,-2.9086325309748595
