site,basin_areasqkm,springprev_point,springprev_basinmean,springprev_iew01km,springprev_iew05km,springprev_basinmean_log,springprev_iew01km_log,springprev_iew05km_log,springprev_point_norm,springprev_basinmean_norm,springprev_iew01km_norm,springprev_iew05km_norm,springprev_basinmean_log_norm,springprev_iew01km_log_norm,springprev_iew05km_log_norm
Blacktail_2A,61.060521203593886,0.20781899988651276,0.26245342368497193,0.2693519996845,0.2645893638418181,-1.337681646274718,-1.3117362057714024,-1.329576225230077,0.22620143377145535,0.6713048765188722,0.6199930001858225,0.6766030701541962,0.920234952693438,0.9061377413613532,0.9217780863174186
Blacktail_3A,59.937486912793794,0.5690780282020569,0.32715536958797586,0.3418073558308745,0.33513444592166497,-1.1173200845717532,-1.0735079876695064,-1.093223496559412,0.6231756746460908,0.8385532070264314,0.7885032117143278,0.8588993646035864,0.9647250445264941,0.9532989836445984,0.9695142507827591
Blacktail_4A,0.981259905698498,0.5155730247497559,0.26544966076811155,0.2771155461270657,0.26717825343526685,-1.326330057903503,-1.2833207257382848,-1.3198392274757964,0.5643809969670056,0.6790498622834606,0.6380487647673285,0.6832930471973886,0.9225267916384132,0.9117630587528612,0.9237446679126946
Lower Bar BC_1A,6.402573287281949,0.3721500039100647,0.2282453473287797,0.2348412760821968,0.23060691014412332,-1.4773341438165497,-1.448845413964274,-1.4670407056632628,0.4067787217041353,0.582880276909069,0.5397310341487279,0.5887886513067416,0.8920396885451166,0.8789946907254199,0.8940143829618092
Lower Bar BC_2A,6.396507640456636,0.3289029896259308,0.22715877473528728,0.23388734533400224,0.2295623127807688,-1.482106057827533,-1.4529157097457324,-1.471580770950555,0.3592561705153437,0.5800715908687866,0.5375124670101292,0.5860892961863435,0.891076258757601,0.8781889079048821,0.8930974259016707
Lower Bar BC_3A,0.524071885677815,0.3871139883995056,0.2467083771654479,0.2468749111876819,0.2467762861266304,-1.399548299130572,-1.398873503072914,-1.3992730769538253,0.42322209312893755,0.6306054399346628,0.5677177904761083,0.630572107194336,0.9077443302559782,0.8888874625208086,0.9077014120377775
Lower Bar BC_4A,0.451122373196237,0.46533799171447754,0.250460090445961,0.25261358906553705,0.25088806408981235,-1.3844556907269314,-1.37589427373706,-1.382748399121544,0.5091795693446255,0.6403032592807688,0.5810642961662844,0.6411973962178619,0.9107914657395405,0.8934365835729878,0.9110389014891378
3 Channel_1A,31.613827750607495,0.2628760039806366,0.12744537642850398,0.13346293246612168,0.128620225699393,-2.0600674263503924,-2.013931499126149,-2.050891203500152,0.28670154779492013,0.3223220106468023,0.3039543154111563,0.3252437788745235,0.7743882385655803,0.7671264914602479,0.7760940883890819
3 Channel_2A,31.435174232792857,0.30969199538230896,0.12764427592845312,0.13344458087226055,0.12880407085568849,-2.058507978223668,-2.0140690118822384,-2.0494628597889175,0.3381459164910552,0.3228361467958936,0.3039116349092873,0.3257188550918451,0.7747030847203755,0.7670992685205869,0.7763825709917411
3 Channel_3A,0.709114551485152,0.2431199997663498,0.13628864428522874,0.13767320984683465,0.13657628292348062,-1.9929802578720437,-1.982872446664926,-1.9908719711989455,0.2649924023868435,0.34518101070664,0.3137462034060803,0.34580311068927533,0.7879328616085257,0.773275148029493,0.7882161737160768
3 Channel_4A,0.556745503242225,0.23840199410915375,0.13623281895156877,0.13777137640466292,0.1365456547270979,-1.9933899528280137,-1.982159660377706,-1.9910962534135097,0.25980795973653636,0.34503670756823585,0.3139745104396038,0.3457239640423139,0.7878501458840874,0.7734162559429703,0.7881708754335425
Fall_4A,69.80645604763116,0.28766700625419617,0.05293894471534256,0.07748108363725179,0.06961851710909571,-2.938616015979468,-2.5577214545156965,-2.664724696608858,0.31394346712896554,0.12973002377236764,0.17375671940663087,0.172776838230526,0.5970128962856677,0.6594742156649758,0.6521181277721798
Fall_1A,70.06363947300805,0.4592269957065582,0.05512774556304953,0.1044225490089344,0.0747393167974237,-2.8981021403229934,-2.2593096401797457,-2.5937489960232596,0.5024644209024037,0.1353878642357953,0.2364147790744158,0.18600955099061883,0.6051924809398153,0.7185498028821921,0.666453091177311
Fall_2A,69.9627879851302,0.3718079924583435,0.05424108797969976,0.09308397587144028,0.07258441065185368,-2.9143165769283854,-2.374253226898187,-2.623005109522337,0.40640289791628287,0.13309593934114955,0.2100445359419325,0.18044103517573887,0.6019188529621394,0.6957948060756636,0.6605442334566345
Fall_3A,69.87285466153706,0.03323980048298836,0.05359089960629404,0.084359286364129,0.07106947367927782,-2.926376008784888,-2.4726703828178587,-2.644097377837312,0.03436278138161902,0.13141526469605386,0.18975343045861318,0.17652627048509215,0.5994841033324673,0.6763114914115279,0.6562842276809715
Fish_1A,38.49882214871976,0.4674479961395264,0.15810572114440621,0.23874014743379388,0.1785601597628012,-1.8444913485498005,-1.4323795677658255,-1.7228297050606418,0.5114981754948482,0.4015760639052352,0.5487986817475167,0.45429409189991526,0.8179121609059317,0.8822543791374431,0.8423526745807218
Fish_2A,36.41361452087396,0.45608699321746826,0.1316371865720955,0.21605636002761988,0.1465516271391394,-2.027705727270789,-1.5322159792794587,-1.9203775089244752,0.49901398781492334,0.3331574382144883,0.49604275013136523,0.37158050342536303,0.7809219323404775,0.8624900991978168,0.8024539414116588
Fish_3A,36.36379534161943,0.4299899935722351,0.13017764076641933,0.20869228433820455,0.1442936540006955,-2.03885529385955,-1.566894435691619,-1.9359047919885224,0.47033695606964837,0.32938465215849244,0.4789160390345571,0.36574565110158674,0.7786708807614303,0.8556249213532537,0.7993178957979098
Fish_4A,34.679648281834545,0.4438950121402741,0.12807039857117516,0.20012976903027133,0.14099011278616558,-2.055175177413642,-1.6087892776917487,-1.959065513146569,0.48561666884563903,0.323937632996843,0.45900210385437523,0.35720893522835245,0.7753759634790549,0.847331139828425,0.7946401245677881
Flat_1A,126.0835272896704,0.7265160083770752,0.06671957585297349,0.33293789204315477,0.14996540611277018,-2.7072568780715542,-1.099799316777834,-1.8973506373989928,0.7961784725449541,0.16535163482197063,0.7678754031090718,0.3804020858605178,0.6437233534651935,0.9480941772958559,0.807104679029308
Flat_2A,126.054573935491,0.7328169941902161,0.06444660416864312,0.3034219530811133,0.140663349327512,-2.7419182403777347,-1.1926308577930735,-1.9613858368720904,0.8031023937867192,0.15947622081100565,0.6992298621512977,0.3563645423108336,0.6367253671551334,0.9297166281027787,0.794171488747092
Flat_3A,126.003379876285,0.7231159806251526,0.06209577530457372,0.27279734166167596,0.13106153121244432,-2.779077322879047,-1.2990260977022596,-2.032088362145549,0.7924423072730007,0.15339955345058343,0.6280058695752031,0.3315523823310253,0.6292231014235812,0.9086539188774805,0.7798916985642101
Flat_4A,125.95339894644871,0.5666900277137756,0.05993579993025803,0.2532312111279834,0.12301629869142462,-2.8144812907823233,-1.3734523296106345,-2.0954384227019736,0.6205515888607089,0.14781622407385492,0.5825007065287875,0.31076261168612596,0.6220751861016045,0.8939200070712875,0.7670968858001715
Mosquito_1A,61.6420954211957,0.614920973777771,0.065222769127814,0.20248499177508497,0.09356130202075008,-2.729946651260806,-1.5970895098731113,-2.369138420937702,0.6735507991218195,0.16148253285940062,0.4644796710631198,0.23464764253766635,0.6391423816974323,0.8496473036697566,0.7118176926915125
Mosquito_2A,61.387500005129915,0.3326379954814911,0.0634374891201634,0.19984777518948105,0.089465181546652,-2.7577002812508584,-1.6101993262886665,-2.4139057623925977,0.36336043088798214,0.15686775510270534,0.45834626770521175,0.2240628141976668,0.6335390380951462,0.8470519972312958,0.7027760320075579
Mosquito_3A,61.09343744705282,0.5108950138092041,0.06135436567238199,0.18812396005711973,0.08449557762591711,-2.791088950252951,-1.6706541714298522,-2.471056081776537,0.5592405030377944,0.15148308059222176,0.43108006306625835,0.2112208080234343,0.6267980033220812,0.8350839540598525,0.6912333810692652
Mosquito_4A,60.61748635951911,0.673662006855011,0.05927816278712047,0.17387544691424306,0.07956750547699484,-2.825514290594671,-1.7494160584226783,-2.5311494921281676,0.7380991569102963,0.1461162950727333,0.39794214074589473,0.1984861245410202,0.6198476688746796,0.8194917271408505,0.6790963140002161
