site,basin_areasqkm,springprev_point,springprev_basinmean,springprev_iew01km,springprev_iew05km,sitename,springprev_basinmean_log,springprev_iew01km_log,springprev_iew05km_log,springprev_point_norm,springprev_basinmean_norm,springprev_iew01km_norm,springprev_iew05km_norm,springprev_basinmean_log_norm,springprev_iew01km_log_norm,springprev_iew05km_log_norm
56,418.22343707166,0.0653730034828186,0.02668798671298808,0.04315666056566032,0.03287278349604863,pacific_NA,-3.62354175067058,-3.1429185149485046,-3.415110212930611,0.06967277467702897,0.06187381266706912,0.09392803454442547,0.07782179846034017,0.45872921105608994,0.5436247139963282,0.5005627527993052
57,82.65236376882754,0.1945360004901886,0.03768757043752772,0.11849880953712776,0.05607005949668917,shoal_NA,-3.2784249355073527,-2.132852364557601,-2.881153307732634,0.21160523495400108,0.09030668262997955,0.26915209161131515,0.13776612528740617,0.528406874805998,0.7435841261106191,0.6084060376528153
58,97.2378181241678,0.05123880133032799,0.01941352923646024,0.02465372162088174,0.02075624933811409,slate_NA,-3.9417850726489143,-3.702827411354794,-3.874907904727729,0.054141220501024503,0.043070037118781816,0.05089554776477596,0.046511334095710385,0.39447719491201283,0.4327814254457376,0.40769740548615857
59,2082.666364451644,0.01851929910480976,0.04870748230611647,0.06331075194453756,0.04411434639858946,Snake_below_JLD,-3.0219226199124503,-2.7597001073123426,-3.1209702342720815,0.018186964580184543,0.11879209889744205,0.14080062453706146,0.1068712403283561,0.5801936360179704,0.6194891783907106,0.5599702090874037
60,196.8510244202386,0.0639796033501625,0.02870329992106106,0.02951621804020669,0.0266277893530261,spread_1A,-3.550743182998324,-3.5228154026264646,-3.625799896007052,0.0681416185908408,0.06708320420539055,0.06220430868676678,0.061684042892310595,0.47342694207607317,0.46841779978112047,0.45800975407128264
61,192.13259819273097,0.02226950041949749,0.02854987285260063,0.02098269214686782,0.02557920467153499,spread_4B,-3.556102796389137,-3.864057364567137,-3.66597557512344,0.022307922683202187,0.06668660993459158,0.042357794504081836,0.05897438410084635,0.4723448582039849,0.4008632717217683,0.44989547150474213
62,4.01295106411777,0.19509999454021457,0.06014526623571289,0.07085766499965974,0.06408453323460503,spring_JLD,-2.8109925389815476,-2.6470821323928626,-2.747552235362725,0.21222498724340633,0.14835767440268166,0.15835256248815954,0.15847641183481373,0.6227795507230918,0.6417837816200992,0.635389448418859
63,25.087838769257903,0.4253570139408112,0.2384208564878633,0.23864100731586263,0.22751011837145463,spring_TSS,-1.4337178623496722,-1.432794917715735,-1.4805605652221334,0.46524594538751335,0.60918299308197,0.5485681104946502,0.5807861988579672,0.9008456361563133,0.8821721536992642,0.8912837767061487
64,18.80164502574292,0.6645190119743347,0.32924752830574705,0.34741279499977273,0.3342362633567861,srsidechannel_lower,-1.110945445430973,-1.057241595111362,-1.0959071607577164,0.7280522565767581,0.8439612368440914,0.8015398426868259,0.8565783615160693,0.9660120579175056,0.9565191868876117,0.968972231080848
65,18.600750802888303,0.649412989616394,0.33569316359648327,0.36065818869259825,0.3430744135192079,srsidechannel_spawning,-1.0915577398252454,-1.0198246149177017,-1.0698079063106445,0.7114528049695835,0.8606225864587123,0.8323447991685428,0.8794171190438184,0.9699263558384549,0.9639265011112603,0.9742434979272917
66,0.0661559880376,0.09836219996213912,0.05203917991560822,0.05238723963348021,0.05210752367444597,SRUnkChan1_NA,-2.9557583841935897,-2.9490922357556055,-2.954445932310002,0.105923387680405,0.1274042179792833,0.11539569289264483,0.12752649446239275,0.5935519227375207,0.581995853178364,0.5936031250712693
67,6.087240527669976,0.091286301612854,0.04464092963132949,0.04731351564178693,0.04513054706662756,SRUnkChan2_NA,-3.109104136051335,-3.0509592813456665,-3.0981959431996904,0.09814794359306708,0.10828044988461699,0.10359567770328788,0.1094972152473542,0.5625920469332445,0.5618295754131649,0.5645699330268216
68,31.613827750612472,0.2628760039806366,0.12744537642850398,0.13346252621620608,0.1286202219558148,threechannel_1A,-2.0600674263503924,-2.013934543046483,-2.0508912326058253,0.28670154779492013,0.3223220106468023,0.3039533705912996,0.3252437692007034,0.7743882385655803,0.7671258888655365,0.7760940825106085
69,31.41649204057524,0.25074100494384766,0.12679392238815243,0.13143208921471378,0.1277579719105909,threechannel_2B,-2.065192168820528,-2.0292649925884345,-2.057617649414034,0.2733668442911615,0.32063806437392617,0.29923116112585224,0.32301561971814663,0.7733535741651508,0.7640909711260695,0.7747355479981236
70,0.698358137781511,0.24334600567817688,0.13653113152899363,0.13808648116073674,0.13684917690936224,threechannel_3A,-1.991202620551611,-1.9798751150259588,-1.9888758580596655,0.2652407519594454,0.3458078169969771,0.31470735300534,0.34650829893113516,0.7882917592630021,0.773868519733126,0.7886193287193807
71,0.465113798539351,0.2407979965209961,0.13495259361428089,0.13646351465800308,0.135257558621486,threechannel_4B,-2.002831720626995,-1.991697991968726,-2.0005744765214817,0.2624408385410049,0.3417274477407824,0.3109328021201462,0.34239538124072383,0.7859438918477809,0.7715279843909006,0.7862565585578029
72,0.261793316966342,0.506384015083313,0.21477060979332335,0.2255350656806701,0.21690836169816227,unkspring_Ford,-1.538184751624574,-1.4892796302187274,-1.5282803109557133,0.5542835326801347,0.5480493715107819,0.5180874791833507,0.553390087049524,0.8797542014186209,0.8709900643864285,0.8816458188818643
73,5.722331214683637,0.4394730031490326,0.32483894472695696,0.3230830392234341,0.3244166511138689,upperbarbc_2_USMainRiff,-1.1244257741664896,-1.1298459014217248,-1.1257266291004928,0.4807574860298517,0.8325654707173503,0.744955864491684,0.8312033974216544,0.9632904350593805,0.9421459555886841,0.9629495925731991
74,1.070869728125032,0.5293689966201782,0.307230607006469,0.31074884771445066,0.30794313081226604,upperbarbc_3_DSRightFk,-1.18015665048906,-1.1687702566771918,-1.177840153276582,0.5795408823432269,0.7870496049166562,0.7162701008607244,0.7886339989748574,0.9520386006361428,0.9344402313736919,0.9524242232452034
75,1.058738434474882,0.43315601348876953,0.3069103027578567,0.310384990693395,0.3076101518816821,upperbarbc_4_DS2ndPond,-1.1811997475130882,-1.169941846567088,-1.1789220383787304,0.4738159787499132,0.7862216491251072,0.7154238746209367,0.7877735445904331,0.9518280036425875,0.9342082956479654,0.9522057148934733
76,0.91017052490991,0.505748987197876,0.30336204364842023,0.30556710561968714,0.3037960393741283,upperbarbc_5_US2ndPond,-1.1928283232279255,-1.1855858661622642,-1.191398725856966,0.5535857239252062,0.7770497393165348,0.7042188667916962,0.7779174560263409,0.9494802420936013,0.9311113014955079,0.9496857981199563
77,0.860674846817668,0.5876230001449585,0.30349443437203827,0.3054423908117889,0.3038814132716892,upperbarbc_6_TopRightFk,-1.192392006798874,-1.1859940916001943,-1.191117741602076,0.643554061294035,0.7773919566515899,0.703928816203618,0.7781380716200749,0.9495683325838244,0.9310304864730988,0.9497425485145004
78,4.591209394762148,0.4556320011615753,0.33701020548492916,0.3354855848441711,0.33672904340515164,upperbarbc_7_US1stPond,-1.0876420657502377,-1.092176289680743,-1.0884766975356424,0.4985140138022758,0.8640270135431978,0.7738006000253856,0.863019980864957,0.9707169143089935,0.9496032824334508,0.9704729618590265
79,4.433179076150049,0.5630459785461426,0.3655921898568547,0.3710131786986261,0.3666905605416339,upperbarbc_8_DirtRedd,-1.0062368021662798,-0.991517694906874,-1.0032369458733916,0.6165472774424557,0.9379087044580882,0.8564275122914513,0.9404438549187226,0.9871523017901657,0.969530327238827,0.9876888358928051
80,0.440689460657268,0.6131600141525269,0.3422064598373793,0.34633610249455415,0.3430260062589659,upperbarbc_9_TopLeft,-1.0723410403282296,-1.0603455809297964,-1.0699490146934028,0.6716157454466167,0.8774588331463169,0.7990357671918549,0.8792920293294626,0.9738061283302787,0.9559047012133566,0.9742149982649241
81,5.738263647010908,0.5713279843330383,0.32547336385300557,0.3240258320753383,0.3251031990551816,upperbarbc_SG,-1.1224746521626732,-1.1269320377403784,-1.123612611501739,0.6256480685714751,0.8342053833690155,0.7471485281034809,0.8329775132348801,0.9636843585570017,0.942722803420361,0.9633765607421064
82,5.738263647010908,0.5713279843330383,0.32547336385300557,0.3240258320753383,0.3251031990551816,upperbarbc_SGbackup,-1.1224746521626732,-1.1269320377403784,-1.123612611501739,0.6256480685714751,0.8342053833690155,0.7471485281034809,0.8329775132348801,0.9636843585570017,0.942722803420361,0.9633765607421064
83,184.4352923719747,0.3114970028400421,0.04513783946841758,0.11494840059978424,0.06802873172047869,willow_4B,-3.0980343716443364,-2.1632719417472206,-2.6878251377435523,0.34012937270707755,0.10956491420027072,0.2608948668474784,0.1686686569545209,0.5648269867804285,0.7375620643186784,0.6474525312993579
84,185.4841640209501,0.32583901286125183,0.0468399491958319,0.137883519839497,0.07374130907325885,willow_NA,-3.0610188248853203,-1.981346009377496,-2.6071921337807047,0.3558892792963551,0.1139647047518174,0.31423532364832296,0.18343058865074655,0.5723002732367083,0.7735773317057856,0.663737980425136
