Date-Time,FB4.version,FB4.File_dir,FB4_Log_File,Species_Num,Species_txt,Values_from,Run_Name,Initial_W,fit.to,fit.to.value,First_day,Last_day,N_indiv,Oxycal,p-value,Total consumption (g),Final weight (g),Pop Number,Pop Biomass (g),Cum. Cons. Pop. (g),Run time (s),OK. Energy budget balanced.,T_File,Diet_prop_File,Prey_E_File,EGEQ,Indigestible_Prey,PREDEDEQ,Predator_ED,calc.pop_mort,Mortality_File,calc.spawn,Reproduction_File,calc.contaminant,Prey_conc_File,Contam_assim_File,Contam_trans_eff_File,Init_Pred-conc,Contam_EQ,calc.nut,Save_Daily_Output,Daily_Output_File
Tue Aug  1 15:11:58 2023,v1.1.5,/Users/jeffbaldock/Desktop/FishBioenergetics4.0/jim-breck-FB4-cc0e5f4,FB4_Log_File_BaldockYOYGrowthMeans.csv,23,Cutthroat trout,Main Inputs/BaldockBioE/YOYGrowth_BioE_DesignFile_Means.csv,Fish_2021-09-12_4_2021,0.508333333333333,Weight,1.895,234,255,1,13560,0.74781,4.954,1.895,1.000,1.895,4.954,0.121,0.000,Main Inputs/BaldockBioE/Temperature Files/Temp_fish_downstream_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,3,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA
Tue Aug  1 15:11:58 2023,v1.1.5,/Users/jeffbaldock/Desktop/FishBioenergetics4.0/jim-breck-FB4-cc0e5f4,FB4_Log_File_BaldockYOYGrowthMeans.csv,23,Cutthroat trout,Main Inputs/BaldockBioE/YOYGrowth_BioE_DesignFile_Means.csv,Fish_2021-10-08_1_2021,1.005,Weight,3.28326530612245,255,281,1,13560,0.678493,8.325,3.283,1.000,3.283,8.325,0.161,0.000,Main Inputs/BaldockBioE/Temperature Files/Temp_fish_downstream_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,3,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA
Tue Aug  1 15:11:58 2023,v1.1.5,/Users/jeffbaldock/Desktop/FishBioenergetics4.0/jim-breck-FB4-cc0e5f4,FB4_Log_File_BaldockYOYGrowthMeans.csv,23,Cutthroat trout,Main Inputs/BaldockBioE/YOYGrowth_BioE_DesignFile_Means.csv,Fish_2021-10-08_2_2021,1.42,Weight,2.98272727272727,255,281,1,13560,0.499756,6.530,2.983,1.000,2.983,6.530,0.139,0.000,Main Inputs/BaldockBioE/Temperature Files/Temp_fish_downstream_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,3,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA
Tue Aug  1 15:11:58 2023,v1.1.5,/Users/jeffbaldock/Desktop/FishBioenergetics4.0/jim-breck-FB4-cc0e5f4,FB4_Log_File_BaldockYOYGrowthMeans.csv,23,Cutthroat trout,Main Inputs/BaldockBioE/YOYGrowth_BioE_DesignFile_Means.csv,Fish_2021-10-08_3_2021,1.80666666666667,Weight,3.2026,255,281,1,13560,0.440552,6.402,3.203,1.000,3.203,6.402,0.127,0.000,Main Inputs/BaldockBioE/Temperature Files/Temp_fish_downstream_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,3,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA
Tue Aug  1 15:11:58 2023,v1.1.5,/Users/jeffbaldock/Desktop/FishBioenergetics4.0/jim-breck-FB4-cc0e5f4,FB4_Log_File_BaldockYOYGrowthMeans.csv,23,Cutthroat trout,Main Inputs/BaldockBioE/YOYGrowth_BioE_DesignFile_Means.csv,Fish_2021-10-08_4_2021,1.895,Weight,2.72404255319149,255,281,1,13560,0.34436,4.776,2.724,1.000,2.724,4.776,0.129,0.000,Main Inputs/BaldockBioE/Temperature Files/Temp_fish_downstream_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,3,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA
Tue Aug  1 15:11:58 2023,v1.1.5,/Users/jeffbaldock/Desktop/FishBioenergetics4.0/jim-breck-FB4-cc0e5f4,FB4_Log_File_BaldockYOYGrowthMeans.csv,23,Cutthroat trout,Main Inputs/BaldockBioE/YOYGrowth_BioE_DesignFile_Means.csv,Fish_2021-11-05_1_2021,3.28326530612245,Weight,3.54340425531915,281,309,1,13560,0.22113,4.051,3.543,1.000,3.543,4.051,0.146,0.000,Main Inputs/BaldockBioE/Temperature Files/Temp_fish_downstream_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,3,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA
Tue Aug  1 15:11:59 2023,v1.1.5,/Users/jeffbaldock/Desktop/FishBioenergetics4.0/jim-breck-FB4-cc0e5f4,FB4_Log_File_BaldockYOYGrowthMeans.csv,23,Cutthroat trout,Main Inputs/BaldockBioE/YOYGrowth_BioE_DesignFile_Means.csv,Fish_2021-11-05_2_2021,2.98272727272727,Weight,3.84965517241379,281,309,1,13560,0.305847,5.579,3.850,1.000,3.850,5.579,0.154,0.000,Main Inputs/BaldockBioE/Temperature Files/Temp_fish_downstream_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,3,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA
Tue Aug  1 15:11:59 2023,v1.1.5,/Users/jeffbaldock/Desktop/FishBioenergetics4.0/jim-breck-FB4-cc0e5f4,FB4_Log_File_BaldockYOYGrowthMeans.csv,23,Cutthroat trout,Main Inputs/BaldockBioE/YOYGrowth_BioE_DesignFile_Means.csv,Fish_2021-11-05_3_2021,3.2026,Weight,3.30530612244898,281,309,1,13560,0.198944,3.523,3.305,1.000,3.305,3.523,0.143,0.000,Main Inputs/BaldockBioE/Temperature Files/Temp_fish_downstream_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,3,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA
Tue Aug  1 15:11:59 2023,v1.1.5,/Users/jeffbaldock/Desktop/FishBioenergetics4.0/jim-breck-FB4-cc0e5f4,FB4_Log_File_BaldockYOYGrowthMeans.csv,23,Cutthroat trout,Main Inputs/BaldockBioE/YOYGrowth_BioE_DesignFile_Means.csv,Fish_2021-11-05_4_2021,2.72404255319149,Weight,3.162,281,309,1,13560,0.249634,4.100,3.162,1.000,3.162,4.100,0.140,0.000,Main Inputs/BaldockBioE/Temperature Files/Temp_fish_downstream_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,3,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA
Tue Aug  1 15:11:59 2023,v1.1.5,/Users/jeffbaldock/Desktop/FishBioenergetics4.0/jim-breck-FB4-cc0e5f4,FB4_Log_File_BaldockYOYGrowthMeans.csv,23,Cutthroat trout,Main Inputs/BaldockBioE/YOYGrowth_BioE_DesignFile_Means.csv,Fall_2021-08-23_1_2021,0.3495,Weight,0.656,220,235,1,13560,0.475952,1.286,0.656,1.000,0.656,1.286,0.089,0.000,Main Inputs/BaldockBioE/Temperature Files/Temp_fall_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,3,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA
Tue Aug  1 15:11:59 2023,v1.1.5,/Users/jeffbaldock/Desktop/FishBioenergetics4.0/jim-breck-FB4-cc0e5f4,FB4_Log_File_BaldockYOYGrowthMeans.csv,23,Cutthroat trout,Main Inputs/BaldockBioE/YOYGrowth_BioE_DesignFile_Means.csv,Fall_2021-08-23_2_2021,0.392352941176471,Weight,0.6625,220,235,1,13560,0.430542,1.214,0.662,1.000,0.662,1.214,0.080,0.000,Main Inputs/BaldockBioE/Temperature Files/Temp_fall_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,3,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA
Tue Aug  1 15:11:59 2023,v1.1.5,/Users/jeffbaldock/Desktop/FishBioenergetics4.0/jim-breck-FB4-cc0e5f4,FB4_Log_File_BaldockYOYGrowthMeans.csv,23,Cutthroat trout,Main Inputs/BaldockBioE/YOYGrowth_BioE_DesignFile_Means.csv,Fall_2021-08-23_3_2021,0.514117647058824,Weight,0.476666666666667,220,235,1,13560,0.14917,0.413,0.477,1.000,0.477,0.413,0.083,0.000,Main Inputs/BaldockBioE/Temperature Files/Temp_fall_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,3,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA
Tue Aug  1 15:11:59 2023,v1.1.5,/Users/jeffbaldock/Desktop/FishBioenergetics4.0/jim-breck-FB4-cc0e5f4,FB4_Log_File_BaldockYOYGrowthMeans.csv,23,Cutthroat trout,Main Inputs/BaldockBioE/YOYGrowth_BioE_DesignFile_Means.csv,Fall_2021-08-23_4_2021,0.476153846153846,Weight,1.02666666666667,220,235,1,13560,0.593246,2.119,1.027,1.000,1.027,2.119,0.088,0.000,Main Inputs/BaldockBioE/Temperature Files/Temp_fall_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,3,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA
Tue Aug  1 15:11:59 2023,v1.1.5,/Users/jeffbaldock/Desktop/FishBioenergetics4.0/jim-breck-FB4-cc0e5f4,FB4_Log_File_BaldockYOYGrowthMeans.csv,23,Cutthroat trout,Main Inputs/BaldockBioE/YOYGrowth_BioE_DesignFile_Means.csv,Fall_2021-09-13_1_2021,0.656,Weight,0.794615384615385,235,256,1,13560,0.240845,1.183,0.795,1.000,0.795,1.183,0.113,0.000,Main Inputs/BaldockBioE/Temperature Files/Temp_fall_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,3,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA
Tue Aug  1 15:11:59 2023,v1.1.5,/Users/jeffbaldock/Desktop/FishBioenergetics4.0/jim-breck-FB4-cc0e5f4,FB4_Log_File_BaldockYOYGrowthMeans.csv,23,Cutthroat trout,Main Inputs/BaldockBioE/YOYGrowth_BioE_DesignFile_Means.csv,Fall_2021-09-13_2_2021,0.6625,Weight,0.893333333333333,235,256,1,13560,0.284546,1.465,0.893,1.000,0.893,1.465,0.110,0.000,Main Inputs/BaldockBioE/Temperature Files/Temp_fall_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,3,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA
Tue Aug  1 15:12:00 2023,v1.1.5,/Users/jeffbaldock/Desktop/FishBioenergetics4.0/jim-breck-FB4-cc0e5f4,FB4_Log_File_BaldockYOYGrowthMeans.csv,23,Cutthroat trout,Main Inputs/BaldockBioE/YOYGrowth_BioE_DesignFile_Means.csv,Fall_2021-09-13_3_2021,0.476666666666667,Weight,0.983333333333333,235,256,1,13560,0.441895,2.113,0.983,1.000,0.983,2.113,0.107,0.000,Main Inputs/BaldockBioE/Temperature Files/Temp_fall_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,3,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA
Tue Aug  1 15:12:00 2023,v1.1.5,/Users/jeffbaldock/Desktop/FishBioenergetics4.0/jim-breck-FB4-cc0e5f4,FB4_Log_File_BaldockYOYGrowthMeans.csv,23,Cutthroat trout,Main Inputs/BaldockBioE/YOYGrowth_BioE_DesignFile_Means.csv,Fall_2021-09-13_4_2021,1.02666666666667,Weight,1.34666666666667,235,256,1,13560,0.2948,2.064,1.347,1.000,1.347,2.064,0.121,0.000,Main Inputs/BaldockBioE/Temperature Files/Temp_fall_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,3,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA
Tue Aug  1 15:12:00 2023,v1.1.5,/Users/jeffbaldock/Desktop/FishBioenergetics4.0/jim-breck-FB4-cc0e5f4,FB4_Log_File_BaldockYOYGrowthMeans.csv,23,Cutthroat trout,Main Inputs/BaldockBioE/YOYGrowth_BioE_DesignFile_Means.csv,Fall_2021-10-07_1_2021,0.794615384615385,Weight,1.38368421052632,256,280,1,13560,0.426636,2.512,1.384,1.000,1.384,2.512,0.140,0.000,Main Inputs/BaldockBioE/Temperature Files/Temp_fall_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,3,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA
Tue Aug  1 15:12:00 2023,v1.1.5,/Users/jeffbaldock/Desktop/FishBioenergetics4.0/jim-breck-FB4-cc0e5f4,FB4_Log_File_BaldockYOYGrowthMeans.csv,23,Cutthroat trout,Main Inputs/BaldockBioE/YOYGrowth_BioE_DesignFile_Means.csv,Fall_2021-10-07_2_2021,0.893333333333333,Weight,1.41681818181818,256,280,1,13560,0.387634,2.396,1.417,1.000,1.417,2.396,0.131,0.000,Main Inputs/BaldockBioE/Temperature Files/Temp_fall_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,3,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA
Tue Aug  1 15:12:00 2023,v1.1.5,/Users/jeffbaldock/Desktop/FishBioenergetics4.0/jim-breck-FB4-cc0e5f4,FB4_Log_File_BaldockYOYGrowthMeans.csv,23,Cutthroat trout,Main Inputs/BaldockBioE/YOYGrowth_BioE_DesignFile_Means.csv,Fall_2021-10-07_3_2021,0.983333333333333,Weight,1.44285714285714,256,280,1,13560,0.354187,2.278,1.443,1.000,1.443,2.278,0.125,0.000,Main Inputs/BaldockBioE/Temperature Files/Temp_fall_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,3,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA
Tue Aug  1 15:12:00 2023,v1.1.5,/Users/jeffbaldock/Desktop/FishBioenergetics4.0/jim-breck-FB4-cc0e5f4,FB4_Log_File_BaldockYOYGrowthMeans.csv,23,Cutthroat trout,Main Inputs/BaldockBioE/YOYGrowth_BioE_DesignFile_Means.csv,Fall_2021-10-07_4_2021,1.34666666666667,Weight,1.48533333333333,256,280,1,13560,0.223389,1.625,1.485,1.000,1.485,1.625,0.124,0.000,Main Inputs/BaldockBioE/Temperature Files/Temp_fall_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,3,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA
Tue Aug  1 15:12:00 2023,v1.1.5,/Users/jeffbaldock/Desktop/FishBioenergetics4.0/jim-breck-FB4-cc0e5f4,FB4_Log_File_BaldockYOYGrowthMeans.csv,23,Cutthroat trout,Main Inputs/BaldockBioE/YOYGrowth_BioE_DesignFile_Means.csv,Fall_2021-11-05_1_2021,1.38368421052632,Weight,1.4096,280,309,1,13560,0.288208,1.191,1.410,1.000,1.410,1.191,0.147,0.000,Main Inputs/BaldockBioE/Temperature Files/Temp_fall_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,3,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA
Tue Aug  1 15:12:01 2023,v1.1.5,/Users/jeffbaldock/Desktop/FishBioenergetics4.0/jim-breck-FB4-cc0e5f4,FB4_Log_File_BaldockYOYGrowthMeans.csv,23,Cutthroat trout,Main Inputs/BaldockBioE/YOYGrowth_BioE_DesignFile_Means.csv,Fall_2021-11-05_2_2021,1.41681818181818,Weight,1.37410256410256,280,309,1,13560,0.245728,1.015,1.374,1.000,1.374,1.015,0.146,0.000,Main Inputs/BaldockBioE/Temperature Files/Temp_fall_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,3,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA
Tue Aug  1 15:12:01 2023,v1.1.5,/Users/jeffbaldock/Desktop/FishBioenergetics4.0/jim-breck-FB4-cc0e5f4,FB4_Log_File_BaldockYOYGrowthMeans.csv,23,Cutthroat trout,Main Inputs/BaldockBioE/YOYGrowth_BioE_DesignFile_Means.csv,Fall_2021-11-05_3_2021,1.44285714285714,Weight,1.36416666666667,280,309,1,13560,0.223999,0.929,1.364,1.000,1.364,0.929,0.140,0.000,Main Inputs/BaldockBioE/Temperature Files/Temp_fall_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,3,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA
Tue Aug  1 15:12:01 2023,v1.1.5,/Users/jeffbaldock/Desktop/FishBioenergetics4.0/jim-breck-FB4-cc0e5f4,FB4_Log_File_BaldockYOYGrowthMeans.csv,23,Cutthroat trout,Main Inputs/BaldockBioE/YOYGrowth_BioE_DesignFile_Means.csv,Fall_2021-11-05_4_2021,1.48533333333333,Weight,1.60923076923077,280,309,1,13560,0.346924,1.542,1.609,1.000,1.609,1.542,0.146,0.000,Main Inputs/BaldockBioE/Temperature Files/Temp_fall_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,3,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA
Tue Aug  1 15:12:01 2023,v1.1.5,/Users/jeffbaldock/Desktop/FishBioenergetics4.0/jim-breck-FB4-cc0e5f4,FB4_Log_File_BaldockYOYGrowthMeans.csv,23,Cutthroat trout,Main Inputs/BaldockBioE/YOYGrowth_BioE_DesignFile_Means.csv,Crystal_2021-08-30_1_2021,0.0936363636363636,Weight,0.2475,221,242,1,13560,0.397705,0.600,0.247,1.000,0.247,0.600,0.111,0.000,Main Inputs/BaldockBioE/Temperature Files/Temp_crystal_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,3,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA
Tue Aug  1 15:12:01 2023,v1.1.5,/Users/jeffbaldock/Desktop/FishBioenergetics4.0/jim-breck-FB4-cc0e5f4,FB4_Log_File_BaldockYOYGrowthMeans.csv,23,Cutthroat trout,Main Inputs/BaldockBioE/YOYGrowth_BioE_DesignFile_Means.csv,Crystal_2021-08-30_2_2021,0.102068965517241,Weight,0.206153846153846,221,242,1,13560,0.320312,0.461,0.206,1.000,0.206,0.461,0.088,0.000,Main Inputs/BaldockBioE/Temperature Files/Temp_crystal_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,3,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA
Tue Aug  1 15:12:01 2023,v1.1.5,/Users/jeffbaldock/Desktop/FishBioenergetics4.0/jim-breck-FB4-cc0e5f4,FB4_Log_File_BaldockYOYGrowthMeans.csv,23,Cutthroat trout,Main Inputs/BaldockBioE/YOYGrowth_BioE_DesignFile_Means.csv,Crystal_2021-08-30_3_2021,0.115151515151515,Weight,0.237272727272727,221,242,1,13560,0.334473,0.529,0.237,1.000,0.237,0.529,0.109,0.000,Main Inputs/BaldockBioE/Temperature Files/Temp_crystal_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,3,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA
Tue Aug  1 15:12:01 2023,v1.1.5,/Users/jeffbaldock/Desktop/FishBioenergetics4.0/jim-breck-FB4-cc0e5f4,FB4_Log_File_BaldockYOYGrowthMeans.csv,23,Cutthroat trout,Main Inputs/BaldockBioE/YOYGrowth_BioE_DesignFile_Means.csv,Crystal_2021-08-30_4_2021,0.101836734693878,Weight,0.222758620689655,221,242,1,13560,0.344482,0.511,0.223,1.000,0.223,0.511,0.106,0.000,Main Inputs/BaldockBioE/Temperature Files/Temp_crystal_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,3,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA
Tue Aug  1 15:12:02 2023,v1.1.5,/Users/jeffbaldock/Desktop/FishBioenergetics4.0/jim-breck-FB4-cc0e5f4,FB4_Log_File_BaldockYOYGrowthMeans.csv,23,Cutthroat trout,Main Inputs/BaldockBioE/YOYGrowth_BioE_DesignFile_Means.csv,Crystal_2021-09-15_1_2021,0.2475,Weight,0.27,242,258,1,13560,0.177734,0.279,0.270,1.000,0.270,0.279,0.080,0.000,Main Inputs/BaldockBioE/Temperature Files/Temp_crystal_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,3,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA
Tue Aug  1 15:12:02 2023,v1.1.5,/Users/jeffbaldock/Desktop/FishBioenergetics4.0/jim-breck-FB4-cc0e5f4,FB4_Log_File_BaldockYOYGrowthMeans.csv,23,Cutthroat trout,Main Inputs/BaldockBioE/YOYGrowth_BioE_DesignFile_Means.csv,Crystal_2021-09-15_2_2021,0.206153846153846,Weight,0.558620689655172,242,258,1,13560,0.617004,1.204,0.559,1.000,0.559,1.204,0.092,0.000,Main Inputs/BaldockBioE/Temperature Files/Temp_crystal_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,3,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA
Tue Aug  1 15:12:02 2023,v1.1.5,/Users/jeffbaldock/Desktop/FishBioenergetics4.0/jim-breck-FB4-cc0e5f4,FB4_Log_File_BaldockYOYGrowthMeans.csv,23,Cutthroat trout,Main Inputs/BaldockBioE/YOYGrowth_BioE_DesignFile_Means.csv,Crystal_2021-09-15_3_2021,0.237272727272727,Weight,0.256,242,258,1,13560,0.171875,0.261,0.256,1.000,0.256,0.261,0.071,0.000,Main Inputs/BaldockBioE/Temperature Files/Temp_crystal_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,3,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA
