Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
6.33123E-3,92.409942601,0.55742914,0.001085991,0.92248062,0.907407407
6.61713E-3,92.769383651,0.568295893,0.001085991,0.92248062,0.925925926
6.6608E-3,93.435464121,0.569909016,0.000987264,0.930232558,0.925925926
6.68998E-3,94.104461937,0.570979904,0.000888538,0.930232558,0.925925926
6.73803E-3,94.778264527,0.572732047,0.000789811,0.937984496,0.925925926
6.802E-3,95.458464698,0.575042939,0.000691085,0.945736434,0.925925926
6.97358E-3,96.155822276,0.581118776,0.000592359,0.953488372,0.925925926
7.32161E-3,96.88798294,0.59292475,0.000493632,0.96124031,0.925925926
7.53046E-3,97.641028523,0.599695189,0.000394906,0.968992248,0.925925926
7.76939E-3,98.417967848,0.607169964,0.000296179,0.976744186,0.925925926
7.81007E-3,98.828511777,0.608414636,0.000197453,0.984496124,0.925925926
7.84714E-3,99.202681391,0.609542179,0.000197453,0.984496124,0.944444444
7.9448E-3,99.820466658,0.612482096,0.000098726,0.992248062,0.944444444
7.97319E-3,100,0.613328176,0.000098726,0.992248062,0.981481481
7.97319E-3,100,0.613328176,0,0.992248062,0.981481481
9.07888E-3,100,0.643638374,0,1,0.981481481
