day,temperature
1,1
213,17.54
214,16.94958333
215,16.57333333
216,16.1875
217,14.37541667
218,13.65833333
219,14.09541667
220,15.55625
221,16.0025
222,16.79791667
223,17.69125
224,17.49625
225,16.74791667
226,16.02875
227,16.15625
228,16.74875
229,16.70666667
230,16.6575
231,16.33
232,16.195
233,16.24166667
234,15.94791667
235,15.76083333
236,15.58791667
237,16.58125
238,15.24416667
239,14.12833333
240,13.86083333
241,13.88958333
242,14.40875
243,14.60166667
244,14.85166667
245,14.52666667
246,14.925
247,14.90541667
248,14.35333333
249,14.21083333
250,14.11083333
251,13.5325
252,12.80458333
253,10.81166667
254,10.57791667
255,10.62458333
256,10.53208333
257,11.45333333
258,10.84375
259,9.519583333
260,8.770416667
261,9.644583333
262,10.09041667
263,9.72375
264,10.39208333
265,9.775
266,9.222916667
267,8.173333333
268,8.537916667
269,9.124583333
270,9.32875
271,8.932916667
272,9.276666667
273,8.8925
274,7.131666667
275,6.472916667
276,7.1525
277,6.72875
278,6.51375
279,6.62
280,7.085
281,6.549166667
282,5.88125
283,5.271666667
284,4.656666667
285,4.558333333
286,4.4275
287,3.86875
288,4.036666667
289,3.560416667
290,3.417916667
291,3.563333333
292,3.344583333
293,2.751666667
294,3.000416667
295,4.1425
296,2.075416667
297,1.03875
298,0.792916667
299,0.293
365,1
