day,temperature
1,1
213,13.67029167
214,13.13929167
215,13.87841667
216,13.79745833
217,13.45504167
218,12.71808333
219,12.97016667
220,13.115625
221,13.05570833
222,12.77258333
223,12.99895833
224,13.5075
225,13.60904167
226,13.52170833
227,13.50970833
228,13.33683333
229,13.23554167
230,12.62983333
231,12.662125
232,12.567625
233,12.26229167
234,12.96416667
235,13.15633333
236,13.18591667
237,13.36045833
238,12.74016667
239,12.709375
240,12.639875
241,12.67554167
242,12.63320833
243,12.54120833
244,12.485125
245,12.111
246,12.56529167
247,12.20091667
248,12.36908333
249,12.45566667
250,12.47204167
251,12.6525
252,12.74520833
253,12.61870833
254,13.17045833
255,12.573375
256,12.84370833
257,12.34304167
258,12.3105
259,12.28383333
260,12.08033333
261,12.02325
262,11.62870833
263,11.54204167
264,11.5875
265,11.66870833
266,11.7305
267,11.785625
268,11.802125
269,11.78591667
270,11.70079167
271,11.326
272,11.33716667
273,11.076
274,11.19404167
275,11.21479167
276,11.10879167
277,11.08058333
278,11.20683333
279,11.54654167
280,10.82483333
281,10.825375
282,10.71916667
283,10.70945833
284,10.54816667
285,9.726041667
286,9.639958333
287,9.430458333
288,9.368833333
289,9.979583333
290,10.04070833
291,10.10420833
292,10.0405
293,10.14670833
294,10.04733333
295,9.955958333
296,9.652208333
297,9.521083333
298,9.894708333
299,9.34
300,9.199375
301,9.145541667
302,9.875541667
303,9.569958333
304,9.453333333
305,9.672916667
306,9.611291667
307,9.700083333
308,9.445833333
309,8.580555556
309,9.752133333
365,1
