day,temperature
1,1
213,13.87333333
214,13.26791667
215,14.03791667
216,13.59625
217,12.455
218,12.3475
219,13.30708333
220,13.08833333
221,13.38
222,13.67833333
223,14.71708333
224,14.53791667
225,13.39541667
226,14.0075
227,13.945
228,13.9425
229,13.75833333
230,13.6175
231,13.33833333
232,13.08791667
233,13.19791667
234,12.65833333
235,13.48083333
236,12.66708333
237,13.62
238,13.26
239,12.43291667
240,12.35875
241,11.96291667
242,12.15958333
243,12.37458333
244,12.5425
245,12.05333333
246,12.26625
247,12.40541667
248,12.08125
249,12.02625
250,12.14416667
251,12.42625
252,10.39416667
253,9.217083333
254,9.377083333
255,9.53625
256,8.88625
257,10.40875
258,9.72875
259,9.11
260,8.960416667
261,9.317083333
262,9.484583333
263,8.904166667
264,9.178333333
265,9.269583333
266,8.923333333
267,8.42125
268,8.584583333
269,8.885833333
270,8.97375
271,8.630833333
272,9.75125
273,9.303333333
274,8.282916667
275,7.986666667
276,8.1975
277,7.455833333
278,7.294166667
279,7.196666667
280,7.3925
281,7.284583333
282,6.945
283,6.5225
284,6.47625
285,6.317916667
286,6.087916667
287,5.466666667
288,5.349166667
289,5.059583333
290,5.048333333
291,5.175
292,5.097916667
293,4.634583333
294,5.06
295,6.28375
296,4.491666667
297,3.509583333
298,3.4075
299,1.954166667
300,2.533333333
301,1.48
302,2.032916667
303,1.061818182
365,1
