day,temperature
1,1
213,10.28954167
214,10.2218125
215,10.22885417
216,10.16747917
217,9.888479167
218,9.927583333
219,10.22466667
220,10.27920833
221,10.29764583
222,10.31839583
223,10.4296875
224,10.44710417
225,10.3354375
226,10.31697917
227,10.3245625
228,10.3308125
229,10.39389583
230,10.37770833
231,10.311
232,10.30254167
233,10.39422917
234,10.295
235,10.26210417
236,10.19847917
237,10.42922917
238,10.321125
239,10.24347917
240,10.34764583
241,10.25514583
242,10.275625
243,10.308625
244,10.38208333
245,10.2778125
246,10.31445833
247,10.3471875
248,10.28414583
249,10.24529167
250,10.24152083
251,10.33360417
252,10.110875
253,9.920145833
254,9.928020833
255,9.9446875
256,9.844916667
257,10.06664583
258,9.926916667
259,9.853666667
260,9.773520833
261,9.95125
262,9.936770833
263,9.8793125
264,9.8776875
265,9.827145833
266,9.793729167
267,9.688875
268,9.723770833
269,9.7606875
270,9.766895833
271,9.695104167
272,9.7426875
273,9.720125
274,9.572458333
275,9.4740625
276,9.566229167
277,9.5084375
278,9.500208333
279,9.4755625
280,9.489979167
281,9.446791667
282,9.383104167
283,9.288395833
284,9.338145833
285,9.368895833
286,9.290604167
287,9.119375
288,9.144145833
289,9.1154375
290,9.074083333
291,9.088479167
292,9.0535
293,8.956479167
294,9.133895833
295,9.087229167
296,8.769
297,8.68
298,8.5390625
299,8.4065625
300,8.453979167
301,8.395666667
302,8.468291667
303,8.46
304,8.673645833
305,8.638458333
306,8.559979167
307,8.03225
365,1
