day,temperature
1,1
213,13.79958333
214,13.04375
215,12.67375
216,12.76416667
217,10.84041667
218,10.4825
219,11.61125
220,12.51833333
221,12.92625
222,13.70375
223,14.36083333
224,13.8975
225,12.43708333
226,12.08958333
227,12.72416667
228,12.99666667
229,12.91208333
230,12.93916667
231,12.95833333
232,12.67458333
233,12.81416667
234,12.80625
235,12.44375
236,12.29458333
237,12.66
238,12.70833333
239,12.07333333
240,11.80166667
241,11.63083333
242,11.79666667
243,11.83875
244,11.86041667
245,11.8675
246,12.01375
247,12.24125
248,12.08416667
249,11.7875
250,11.84333333
251,11.685
252,11.13
253,10.035833330000001
254,9.624583333
255,9.664166667
256,9.572916667
257,9.705416667
258,9.375
259,9.199583333
260,8.4
261,8.479166667
262,8.79625
263,8.7075
264,8.929166667
265,8.981666667
266,8.478333333
267,8.12375
268,8.012916667
269,8.245416667
270,8.406666667
271,8.1575
272,8.369166667
273,8.175833333
274,7.445833333
275,6.543333333
276,6.766666667
277,6.712916667
278,6.56125
279,6.46625
280,6.817916667
281,6.665416667
282,6.23125
283,5.778333333
284,5.63
285,4.974583333
286,4.8075
287,4.523333333
288,4.432083333
289,4.332916667
290,4.199583333
291,4.269583333
292,4.129583333
293,3.794166667
294,3.763333333
295,4.424166667
296,3.153333333
297,2.060416667
298,1.837916667
299,1.402857143
365,1
