day,temperature
1,1
213,14.090875
214,12.43208333
215,14.085125
216,13.62683333
217,13.16629167
218,11.852
219,11.9665
220,12.81404167
221,12.6455
222,11.47083333
223,12.21691667
224,13.68266667
225,13.86729167
226,13.43920833
227,13.17766667
228,12.87145833
229,12.937625
230,10.42866667
231,10.13854167
232,9.272166667
233,8.18175
234,10.69470833
235,10.86795833
236,11.33433333
237,11.81604167
238,10.365
239,10.23270833
240,10.46891667
241,10.28104167
242,10.28870833
243,10.30179167
244,10.29620833
245,8.836875
246,10.68829167
247,9.39975
248,9.411958333
249,9.917166667
250,9.920333333
251,10.30954167
252,10.62716667
253,10.179125
254,12.31
255,10.3065
256,11.29808333
257,9.496333333
258,9.10875
259,9.033875
260,8.437875
261,7.09275
262,7.499583333
263,6.537791667
264,6.414666667
265,7.019708333
266,7.8945
267,8.010333333
268,8.246833333
269,8.463125
270,8.140333333
271,7.129208333
272,6.942625
273,6.210458333
274,6.079125
275,6.257208333
276,5.8625
277,5.876291667
278,6.265666667
279,7.87075
280,6.310166667
281,6.211875
282,5.66275
283,6.24525
284,5.711
285,5.07725
286,3.697208333
287,2.874375
288,2.872166667
289,3.177916667
290,3.608375
291,4.465875
292,5.494916667
293,5.583208333
294,5.008708333
295,4.564833333
296,4.090458333
297,3.755875
298,4.654875
299,4.045833333
300,3.059041667
301,4.320791667
302,4.272625
303,3.72175
304,2.878
305,3.631791667
306,4.088458333
307,3.830666667
308,3.4555
309,3.929416667
365,1
