day,temperature
1,1
213,11.76208333
214,10.56125
215,12.12166667
216,11.73791667
217,11.37208333
218,10.31541667
219,10.78625
220,11.21541667
221,11.20916667
222,10.56875
223,11.01291667
224,11.74666667
225,11.92333333
226,11.41458333
227,11.45
228,11.09541667
229,11.0925
230,9.082083333
231,9.369583333
232,9.047916667
233,8.394166667
234,9.469583333
235,9.72375
236,9.703333333
237,9.965
238,9.390416667
239,9.510833333
240,9.31625
241,9.43
242,9.45625
243,9.292083333
244,9.287083333
245,8.593333333
246,9.629583333
247,8.578333333
248,8.852083333
249,8.981666667
250,9.161666667
251,9.379583333
252,9.5875
253,9.312916667
254,10.32583333
255,8.857916667
256,9.45375
257,8.610833333
258,8.49625
259,8.343333333
260,8.032083333
261,8.199583333
262,7.537083333
263,6.864166667
264,6.861666667
265,7.1975
266,7.40875
267,7.622083333
268,7.799166667
269,7.958333333
270,7.702916667
271,7.214583333
272,6.88875
273,6.246666667
274,6.335416667
275,6.546666667
276,6.221666667
277,6.292083333
278,6.415416667
279,7.3675
280,6.40375
281,6.618333333
282,6.13875
283,6.206666667
284,5.920416667
285,4.66875
286,4.3125
287,4.121666667
288,4.355833333
289,4.332916667
290,4.764583333
291,4.9075
292,5.830416667
293,4.958333333
294,5.259166667
295,5.21875
296,4.8775
297,4.6725
298,5.842083333
299,4.802083333
300,4.505
301,4.650416667
302,4.826666667
303,4.95875
304,4.5475
305,4.722142857
305,5.972222222
306,5.200416667
307,5.22375
308,4.62625
309,4.695
365,1
