day,temperature
1,1
213,15.94625
214,16.11704167
215,14.84391667
216,14.89758333
217,14.43258333
218,13.95733333
219,14.19683333
220,14.65104167
221,14.946625
222,15.535125
223,17.53275
224,17.27525
225,16.09545833
226,15.76029167
227,15.46870833
228,15.50341667
229,15.77829167
230,15.62820833
231,15.25054167
232,15.05845833
233,15.07129167
234,15.59741667
235,15.28658333
236,14.15358333
237,14.95204167
238,14.72858333
239,13.90979167
240,13.83175
241,13.40795833
242,13.39195833
243,13.598125
244,13.91608333
245,13.54075
246,13.72504167
247,14.01791667
248,13.74720833
249,13.49620833
250,13.54729167
251,13.806625
252,11.90704167
253,10.462125
254,9.918041667
255,10.10020833
256,9.949166667
257,11.81904167
258,10.87154167
259,10.31920833
260,9.419916667
261,9.296625
262,9.627625
263,9.565
264,9.823
265,10.25820833
266,9.162125
267,8.273541667
268,8.28075
269,8.650541667
270,8.962916667
271,8.645125
272,9.645791667
273,8.676333333
274,8.499791667
275,7.259791667
276,7.455125
277,7.139833333
278,6.831875
279,6.642375
280,6.614375
281,6.252041667
282,5.769625
283,5.340208333
284,5.299375
285,5.267583333
286,4.985583333
287,4.335791667
288,4.180375
289,3.744166667
290,3.431625
291,3.466875
292,3.423458333
293,2.937583333
294,3.695291667
295,5.491541667
296,3.390166667
297,1.495
298,1.228666667
299,0.254666667
300,0.121
365,1
