day,temperature
1,1
213,12.5775
214,11.88375
215,12.3775
216,12.23583333
217,11.9
218,11.03791667
219,11.33916667
220,11.77
221,11.99666667
222,11.62541667
223,11.71333333
224,12.255
225,12.32708333
226,12.12833333
227,12.1275
228,11.85125
229,11.53083333
230,10.62291667
231,10.39041667
232,10.85333333
233,10.25791667
234,11.11
235,11.33125
236,11.27083333
237,11.5625
238,11.05125
239,11.11875
240,11.01791667
241,11.09083333
242,11.0875
243,11.03208333
244,10.96958333
245,10.49083333
246,11.08458333
247,10.59208333
248,10.58958333
249,10.7
250,10.6975
251,10.84541667
252,10.97666667
253,10.84541667
254,11.70583333
255,10.84
256,11.17833333
257,10.53166667
258,10.36
259,10.45833333
260,10.07833333
261,9.99625
262,9.835416667
263,9.54
264,9.494583333
265,9.628333333
266,9.822083333
267,9.845
268,9.954583333
269,10.03
270,9.860833333
271,9.614583333
272,9.364583333
273,8.8925
274,8.928333333
275,9.034166667
276,8.937916667
277,8.929166667
278,9.055833333
279,9.913333333
280,9.100416667
281,9.16375
282,8.965833333
283,8.88625
284,8.783333333
285,7.73875
286,7.4975
287,7.18875
288,7.447083333
289,7.61375
290,7.8025
291,8.028333333
292,8.336666667
293,8.475416667
294,8.393333333
295,8.18125
296,8.237916667
297,7.90125
298,8.2475
299,8.015833333
300,7.445416667
301,7.70875
302,8.051666667
303,8.170833333
304,7.6225
305,8.000833333
306,8.02375
307,7.96125
308,7.655
309,7.645416667
365,1
