day,temperature
1,1
213,10.62714286
214,10.62714286
215,10.62714286
216,10.62714286
217,10.62714286
218,10.62714286
219,10.62714286
220,9.829958333
221,9.946458333
222,9.628083333
223,9.772208333
224,10.21954167
225,10.21666667
226,9.960166667
227,9.948625
228,9.661333333
229,9.494166667
230,8.671708333
231,8.802708333
232,9.105208333
233,8.520208333
234,9.638666667
235,9.616041667
236,9.464666667
237,9.8265
238,9.136458333
239,9.46425
240,9.351416667
241,9.369416667
242,9.298
243,9.238333333
244,9.248125
245,8.738958333
246,9.472833333
247,8.923375
248,9.07375
249,9.081958333
250,9.055625
251,9.255208333
252,9.3745
253,9.237
254,10.05104167
255,9.167291667
256,9.455166667
257,8.951
258,8.945625
259,9.01225
260,8.676833333
261,8.808375
262,8.516791667
263,8.373416667
264,8.362833333
265,8.479583333
266,8.702791667
267,8.699291667
268,8.7865
269,8.83325
270,8.676125
271,8.381958333
272,8.30325
273,7.893791667
274,8.073583333
275,8.141041667
276,8.044375
277,8.057791667
278,8.234916667
279,9.008208333
280,8.061541667
281,8.330458333
282,8.176291667
283,8.06125
284,8.149208333
285,6.845
286,6.91275
287,6.795291667
288,7.260541667
289,7.406
290,7.463875
291,7.639666667
292,8.013916667
293,7.935291667
294,7.879125
295,7.7415
296,7.621458333
297,7.604791667
298,7.969083333
299,7.567166667
300,6.876041667
301,7.272375
302,7.749708333
303,7.875666667
304,7.345333333
305,7.503615385
305,8.285454545
306,7.73
307,7.644166667
308,7.40875
309,7.506666667
365,1
