stream,date,priordate,reach,year,prodwtmean,prodwtsd,prodwtq5,prodwtq25,prodwtq50,prodwtq75,prodwtq95,prodlenmean,prodlensd,prodlenq5,prodlenq25,prodlenq50,prodlenq75,prodlenq95
Lower Bar BC,2021-09-13,2021-08-21,3,2021,0.3009695652173913,0.23786316116457548,-0.009565217391304356,0.08608695652173914,0.26782608695652177,0.5165217391304349,0.6695652173913045,11.303217391304347,6.873069111463818,0,5.739130434782608,11.478260869565217,17.217391304347824,21.043478260869566
Lower Bar BC,2021-09-13,2021-08-21,4,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lower Bar BC,2021-10-06,2021-09-13,1,2021,4.91119420289855,3.6384612062433916,-0.10028985507246384,2.707826086956521,4.362608695652173,6.518840579710144,12.28801449275362,78.32136231884057,49.03329232941995,-0.2507246376811451,45.13043478260869,75.21739130434781,111.57246376811592,160.463768115942
Lower Bar BC,2021-10-06,2021-09-13,2,2021,4.902410434782609,3.5255121673338827,-0.6579710144927537,2.154855072463768,5.000579710144927,7.8298550724637686,10.399231884057969,79.86452173913044,64.23099841320511,-32.89855072463769,32.89855072463769,92.11594202898551,131.59420289855075,171.07246376811597
Lower Bar BC,2021-10-06,2021-09-13,3,2021,2.5521,1.870410037706542,-0.6539130434782606,1.2260869565217392,2.4930434782608693,3.8417391304347825,5.764652173913043,43.98382608695652,36.90295136614682,-16.347826086956523,16.347826086956523,44.95652173913044,69.47826086956522,106.26086956521739
Lower Bar BC,2021-10-06,2021-09-13,4,2021,2.146213913043478,1.1190991939186041,0.26202898550724624,1.3101449275362318,2.1944927536231886,2.915072463768116,3.9975797101449264,41.05339130434783,21.94486245266557,6.550724637681159,26.202898550724637,39.30434782608695,55.68115942028985,78.6086956521739
Lower Bar BC,2021-11-02,2021-10-06,1,2021,0.7884570370370371,1.7944198450270399,-2.1645555555555553,-0.28962962962962974,0.6900000000000002,1.874074074074074,4.020740740740742,5.852222222222222,17.747677928151298,-22.14814814814815,-6.814814814814815,5.111111111111111,17.037037037037038,35.77777777777778
Lower Bar BC,2021-11-02,2021-10-06,2,2021,1.1009629629629627,1.6367644607262655,-1.5580246913580242,-0.0061728395061727065,1.1358024691358022,2.222222222222222,3.853086419753085,17.91358024691358,22.47521689923054,-17.28395061728395,0,14.814814814814813,34.5679012345679,54.32098765432098
Lower Bar BC,2021-11-02,2021-10-06,3,2021,0.35460444444444444,0.6508420941825713,-0.674074074074074,-0.12444444444444457,0.33185185185185184,0.7259259259259261,1.535333333333333,6.161037037037038,8.625049673723188,-7.25925925925926,0,6.222222222222223,12.444444444444446,20.740740740740744
Lower Bar BC,2021-11-02,2021-10-06,4,2021,0.580894074074074,0.6302744197002409,-0.33407407407407413,0.18981481481481474,0.5365432098765431,0.911111111111111,1.508395061728395,7.0580740740740735,7.487110024257807,-5.112345679012342,2.0246913580246915,7.086419753086419,12.148148148148149,19.234567901234566
3 Channel,2021-08-06,NA,1,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 Channel,2021-08-06,NA,2,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 Channel,2021-08-06,NA,3,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 Channel,2021-08-06,NA,4,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 Channel,2021-08-22,2021-08-06,1,2021,1.0830516666666667,1.3131397842072519,-0.5308333333333333,0.07583333333333331,0.91,1.8958333333333335,3.1850000000000005,41.65525,48.58721736751249,-30.333333333333336,0,45.5,75.83333333333334,121.33333333333334
3 Channel,2021-08-22,2021-08-06,2,2021,0.3914958333333333,0.5757941822490391,-0.3895833333333333,0.07083333333333329,0.2833333333333334,0.6375,1.4875,17.407291666666666,20.871358540207943,-14.166666666666666,3.5416666666666665,17.708333333333332,28.333333333333332,53.125
3 Channel,2021-08-22,2021-08-06,3,2021,0.21944166666666665,0.35855340168698124,-0.16999999999999998,0,0.21250000000000002,0.3825,0.8216666666666665,7.193833333333333,11.445859523338811,-8.5,-1.4166666666666665,8.5,14.166666666666664,25.499999999999996
3 Channel,2021-08-22,2021-08-06,4,2021,0.2584479166666666,1.9240762515409287,-1.2541666666666664,-0.1791666666666668,0.0895833333333334,0.8062499999999999,3.0458333333333325,20.442916666666665,53.57071067011733,-44.79166666666666,0,8.958333333333332,44.79166666666666,116.45833333333331
3 Channel,2021-09-14,2021-08-22,1,2021,0.8682602898550725,0.972452221953949,-0.1369130434782608,0.28608695652173916,0.6947826086956522,1.198840579710145,2.016231884057971,20.000202898550725,14.22160500818706,-2.7246376811594204,9.53623188405797,20.434782608695656,28.608695652173914,42.231884057971016
3 Channel,2021-09-14,2021-08-22,2,2021,0.5467223188405796,0.6281853612361783,-0.2295652173913043,0.05101449275362316,0.3953623188405797,0.9820289855072464,1.6452173913043477,10.348289855072464,13.881747785061897,-11.478260869565217,0,10.202898550724637,20.405797101449274,33.15942028985507
3 Channel,2021-09-14,2021-08-22,3,2021,0.7933933333333333,0.38758379142212707,0.03333333333333332,0.6116666666666666,0.8700000000000001,1.0799999999999998,1.3266666666666664,13.533333333333331,7.007693946021599,-0.6666666666666666,9.999999999999998,14.666666666666666,18.166666666666664,24
3 Channel,2021-09-14,2021-08-22,4,2021,2.5229542028985508,2.5207070445634163,-0.03246376811594206,1.0063768115942031,1.9153623188405802,3.416811594202899,6.104811594202897,59.629449275362326,33.83048218882748,3.246376811594203,35.710144927536234,58.43478260869565,81.15942028985508,113.62318840579711
3 Channel,2021-10-06,2021-09-14,1,2021,6.404509090909091,9.285318859104455,-1.6232727272727272,2.618181818181818,4.930909090909091,7.472727272727273,16.911272727272706,59.410909090909094,57.3501202194184,-26.39999999999999,26.181818181818183,56.72727272727273,87.27272727272727,148.36363636363637
3 Channel,2021-10-06,2021-09-14,2,2021,10.858756363636365,10.584053827918298,-0.511636363636364,4.416363636363636,8.501818181818182,12.434545454545457,36.5170909090909,108.52290909090911,81.49824965033281,-15.527272727272715,50.90909090909092,106.90909090909093,162.90909090909093,259.6363636363637
3 Channel,2021-10-06,2021-09-14,3,2021,4.11233696969697,3.7194239447507575,-0.20727272727272697,1.3530303030303028,2.7636363636363637,6.149090909090909,11.860606060606063,31.58606060606061,28.844076430284584,-4.606060606060606,9.212121212121213,23.030303030303035,55.27272727272727,82.90909090909092
3 Channel,2021-10-06,2021-09-14,4,2021,9.209719696969698,8.228307454848869,-3.2375,3.765151515151515,9.015151515151516,14.291666666666666,22.967424242424233,87.25075757575758,89.16482090297428,-68.93939393939394,31.818181818181817,95.45454545454545,148.4848484848485,222.72727272727272
3 Channel,2021-11-02,2021-10-06,1,2021,0.5917629629629629,6.334113083783739,-6.54962962962963,-1.185185185185185,1.2740740740740746,3.318518518518519,7.915555555555551,11.694814814814816,43.06332333460182,-68.29629629629629,-8.88888888888889,14.814814814814815,35.55555555555556,74.07407407407408
3 Channel,2021-11-02,2021-10-06,2,2021,-0.7075200000000001,5.718392086088784,-13.713333333333333,-2.786666666666667,0.5255555555555558,2.8905555555555558,6.428888888888888,6.138,39.796496229868055,-63.55555555555556,-19.555555555555557,9.777777777777779,34.22222222222222,66
3 Channel,2021-11-02,2021-10-06,3,2021,0.5264345679012346,4.91626334879019,-8.479716049382713,-2.06574074074074,0.58679012345679,3.2572839506172833,9.747901234567902,2.134,32.62392869521205,-55.20617283950616,-16.76543209876543,4.7901234567901225,23.95061728395061,52.811111111110996
3 Channel,2021-11-02,2021-10-06,4,2021,0.381660987654321,5.895187300954046,-8.402456790123455,-3.355123456790123,-0.09765432098765471,3.3202469135802466,11.629234567901213,1.7410370370370367,47.0183906542343,-66.96296296296296,-33.48148148148148,-5.580246913580247,33.48148148148148,86.6333333333332
Flat,2021-08-07,NA,1,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flat,2021-08-07,NA,2,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flat,2021-08-07,NA,3,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flat,2021-08-07,NA,4,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flat,2021-08-23,2021-08-07,1,2021,0.05715,0.06411850304266649,-0.0225,0.01125,0.045,0.0975,0.18768749999999984,2.417625,2.2035748175070777,-1.5,1.125,2.25,4.125,6
Flat,2021-08-23,2021-08-07,2,2021,0.03581,0.015226919991441445,0.01,0.024999999999999998,0.03833333333333334,0.046666666666666676,0.060000000000000005,1.2773333333333334,0.7038177032153705,0,0.8333333333333335,1.5000000000000002,1.8333333333333335,2.166666666666667
Flat,2021-08-23,2021-08-07,3,2021,0.02467916666666667,0.015126061573024657,-0.008333333333333335,0.022916666666666665,0.02916666666666667,0.03333333333333333,0.041666666666666664,0.9335416666666667,0.5982426842342456,-0.4166666666666667,0.8333333333333334,1.0416666666666667,1.25,1.6666666666666667
Flat,2021-08-23,2021-08-07,4,2021,0.019830000000000004,0.049147600008409224,-0.05,-0.009999999999999995,0.009999999999999995,0.04999999999999999,0.11000000000000001,1.62,2.4135918100261744,-1,0,1,2,8
Flat,2021-09-15,2021-08-23,1,2021,0.17055768115942033,0.07107693606683897,0.04637681159420292,0.11594202898550723,0.16695652173913048,0.223768115942029,0.27594202898550735,2.73136231884058,1.4270581452401778,0.23188405797101452,1.6231884057971016,2.782608695652174,3.7101449275362324,4.869565217391305
Flat,2021-09-15,2021-08-23,2,2021,0.12771478260869568,0.08055673349641998,0.011594202898550737,0.051014492753623186,0.1228985507246377,0.20869565217391312,0.24347826086956523,2.6267826086956525,1.6045689571996633,0,1.391304347826087,2.782608695652174,3.7101449275362324,5.565217391304348
Flat,2021-09-15,2021-08-23,3,2021,0.16717826086956522,0.12740007442784096,-0.004347826086956525,0.047826086956521734,0.16956521739130437,0.25217391304347825,0.40869565217391296,4.168260869565217,3.0132807317175976,-0.43478260869565216,1.3043478260869565,4.782608695652174,6.086956521739131,8.695652173913043
Flat,2021-09-15,2021-08-23,4,2021,0.18689797101449274,0.10785252405491885,0.06376811594202898,0.12753623188405797,0.17217391304347826,0.21043478260869564,0.4017391304347826,6.340463768115942,2.8154359252228165,1.9130434782608696,4.463768115942028,6.3768115942028984,7.6521739130434785,12.115942028985506
Flat,2021-10-10,2021-09-15,1,2021,0.028225066666666677,0.06587226050580128,-0.064,-0.02986666666666666,0.01386666666666667,0.08533333333333337,0.15146666666666672,0.3217066666666667,0.811547799240855,-0.9600000000000002,-0.32,0.32,0.8533333333333334,1.8133333333333335
Flat,2021-10-10,2021-09-15,2,2021,-0.012085866666666653,0.009069258362826366,-0.02346666666666664,-0.021866666666666642,-0.010933333333333321,-0.0015999999999999966,-2.666666666666666e-4,-0.7014399999999993,0.35858328884892016,-1.2799999999999985,-0.959999999999999,-0.6933333333333326,-0.4266666666666662,-0.1333333333333332
Flat,2021-10-10,2021-09-15,3,2021,0.010797599999999989,0.007251869756557758,-0.005333333333333326,0.00506666666666666,0.010399999999999989,0.017866666666666645,0.019999999999999976,-0.3687199999999996,0.4230418858083192,-1.0666666666666655,-0.7199999999999993,-0.3466666666666663,-0.026666666666666637,0.29333333333333306
Flat,2021-10-10,2021-09-15,4,2021,0.10659600000000001,0.06121276555316437,0,0.07919999999999999,0.11280000000000001,0.13440000000000002,0.2184,1.8808799999999999,1.2860763655467813,-0.48,1.2,2.04,2.88,3.6
Flat,2021-11-01,2021-10-10,1,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flat,2021-11-01,2021-10-10,2,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flat,2021-11-01,2021-10-10,3,2021,0.04569696969696965,0.0339230099683984,0,0.030303030303030273,0.030303030303030273,0.09090909090909081,0.09090909090909081,0.30684848484848454,0.7765247040244835,-0.9999999999999989,-0.24999999999999972,0.333333333333333,0.8787878787878779,1.5454545454545439
Flat,2021-11-01,2021-10-10,4,2021,0.09235393939393939,0.09412169775457241,-0.03393939393939392,0.029090909090909067,0.08484848484848485,0.12606060606060604,0.2933333333333334,1.6281212121212123,1.3292589960599277,-0.24242424242424246,0.4848484848484849,1.696969696969697,2.4242424242424248,3.8787878787878793
Fish,2021-08-08,NA,1,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fish,2021-08-08,NA,2,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fish,2021-08-08,NA,3,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fish,2021-08-08,NA,4,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fish,2021-08-22,2021-08-08,1,2021,0.2946761904761905,0.5365667003408036,-0.14333333333333334,-0.009523809523809533,0.09523809523809527,0.4476190476190477,1.0666666666666667,7.900952380952382,11.092521230414746,-6.666666666666667,0,6.666666666666667,14.285714285714286,25.76190476190472
Fish,2021-08-22,2021-08-08,2,2021,0.19133333333333333,0.38339910923622517,-0.39047619047619053,0.00714285714285713,0.15238095238095237,0.29523809523809524,1.0666666666666667,5.720000000000001,9.992471000086612,-11.476190476190473,0,6.666666666666667,11.428571428571429,22.857142857142858
Fish,2021-08-22,2021-08-08,3,2021,0.10680857142857143,0.2395399892189328,-0.24899999999999994,-0.034285714285714294,0.06857142857142859,0.24000000000000002,0.66,3.8854285714285712,7.122230759201351,-8.571428571428571,-0.8571428571428571,3.4285714285714284,8.571428571428571,14.571428571428571
Fish,2021-08-22,2021-08-08,4,2021,0.18061714285714286,0.2627360209379958,-0.2068571428571428,0.010000000000000004,0.08,0.49714285714285716,0.6057142857142858,4.417142857142857,6.720724631179257,-6.857142857142857,0,2.857142857142857,11.428571428571429,14.857142857142858
Fish,2021-09-12,2021-08-22,1,2021,0.03187111111111111,0.04335760223936022,-0.03631746031746016,0.010158730158730159,0.03682539682539682,0.06539682539682538,0.07936507936507935,0.8514920634920633,0.8014837045824609,-0.8253968253968251,0.2539682539682539,0.9523809523809522,1.333333333333333,1.9047619047619044
Fish,2021-09-12,2021-08-22,2,2021,0.15290793650793652,0.14079138894420903,-0.03492063492063493,0.03968253968253969,0.13015873015873017,0.23333333333333334,0.40952380952380957,2.4869841269841273,2.1954457148033866,-0.9523809523809523,1.1904761904761907,2.53968253968254,3.968253968253969,6.031746031746032
Fish,2021-09-12,2021-08-22,3,2021,0.27539238095238094,0.2410408980903322,-0.028571428571428574,0.06476190476190477,0.21904761904761907,0.5219047619047619,0.6780952380952381,3.832190476190476,2.988346089886931,-1.3333333333333333,1.3333333333333333,4,6.095238095238095,8.380952380952381
Fish,2021-09-12,2021-08-22,4,2021,0.1791593650793651,0.08318374794705177,0.03301587301587302,0.11555555555555558,0.18793650793650796,0.2146031746031746,0.32507936507936513,3.3730793650793656,1.47081493583899,0.888888888888889,2.412698412698413,3.555555555555556,4.444444444444445,5.714285714285715
Fish,2021-10-08,2021-09-12,1,2021,3.6722123076923077,3.841078257089978,-0.015897435897435912,1.0174358974358975,2.3687179487179484,4.316153846153846,13.115384615384615,28.171846153846154,23.12116243582512,-4.769230769230769,12.717948717948719,23.846153846153847,38.15384615384615,74.71794871794872
