variable,x,y
UpperSnake_ProfileCurvature,-28.71934986114502,0.13399852812290192
UpperSnake_ProfileCurvature,-28.605605728149413,0.13399852812290192
UpperSnake_ProfileCurvature,-28.491861595153807,0.13399852812290192
UpperSnake_ProfileCurvature,-28.378117462158205,0.13399852812290192
UpperSnake_ProfileCurvature,-28.2643733291626,0.13399852812290192
UpperSnake_ProfileCurvature,-28.150629196166992,0.13399852812290192
UpperSnake_ProfileCurvature,-28.036885063171386,0.13399852812290192
UpperSnake_ProfileCurvature,-27.92314093017578,0.13399852812290192
UpperSnake_ProfileCurvature,-27.809396797180177,0.13399852812290192
UpperSnake_ProfileCurvature,-27.69565266418457,0.13399852812290192
UpperSnake_ProfileCurvature,-27.581908531188965,0.13399852812290192
UpperSnake_ProfileCurvature,-27.46816439819336,0.13399852812290192
UpperSnake_ProfileCurvature,-27.354420265197753,0.13399852812290192
UpperSnake_ProfileCurvature,-27.240676132202147,0.13399852812290192
UpperSnake_ProfileCurvature,-27.126931999206544,0.13399852812290192
UpperSnake_ProfileCurvature,-27.013187866210938,0.13399852812290192
UpperSnake_ProfileCurvature,-26.89944373321533,0.13399852812290192
UpperSnake_ProfileCurvature,-26.785699600219726,0.13399852812290192
UpperSnake_ProfileCurvature,-26.671955467224123,0.13399852812290192
UpperSnake_ProfileCurvature,-26.558211334228517,0.13399852812290192
UpperSnake_ProfileCurvature,-26.44446720123291,0.13399852812290192
UpperSnake_ProfileCurvature,-26.330723068237305,0.13399852812290192
UpperSnake_ProfileCurvature,-26.2169789352417,0.13399852812290192
UpperSnake_ProfileCurvature,-26.103234802246092,0.13399852812290192
UpperSnake_ProfileCurvature,-25.98949066925049,0.13399852812290192
UpperSnake_ProfileCurvature,-25.875746536254884,0.13399852812290192
UpperSnake_ProfileCurvature,-25.762002403259277,0.13399852812290192
UpperSnake_ProfileCurvature,-25.64825827026367,0.13399852812290192
UpperSnake_ProfileCurvature,-25.534514137268065,0.13399852812290192
UpperSnake_ProfileCurvature,-25.420770004272462,0.13399852812290192
UpperSnake_ProfileCurvature,-25.307025871276856,0.13399852812290192
UpperSnake_ProfileCurvature,-25.19328173828125,0.13399852812290192
UpperSnake_ProfileCurvature,-25.079537605285644,0.13399852812290192
UpperSnake_ProfileCurvature,-24.965793472290038,0.13399852812290192
UpperSnake_ProfileCurvature,-24.85204933929443,0.13399852812290192
UpperSnake_ProfileCurvature,-24.73830520629883,0.13399852812290192
UpperSnake_ProfileCurvature,-24.624561073303223,0.13399852812290192
UpperSnake_ProfileCurvature,-24.510816940307617,0.13399852812290192
UpperSnake_ProfileCurvature,-24.39707280731201,0.13399852812290192
UpperSnake_ProfileCurvature,-24.283328674316408,0.13399852812290192
UpperSnake_ProfileCurvature,-24.169584541320802,0.13399852812290192
UpperSnake_ProfileCurvature,-24.055840408325196,0.13399852812290192
UpperSnake_ProfileCurvature,-23.94209627532959,0.1331595927476883
UpperSnake_ProfileCurvature,-23.828352142333983,0.1306772232055664
UpperSnake_ProfileCurvature,-23.714608009338377,0.12824581563472748
UpperSnake_ProfileCurvature,-23.600863876342775,0.12586449086666107
UpperSnake_ProfileCurvature,-23.48711974334717,0.1235322579741478
UpperSnake_ProfileCurvature,-23.373375610351562,0.12124824523925781
UpperSnake_ProfileCurvature,-23.259631477355956,0.11901158839464188
UpperSnake_ProfileCurvature,-23.145887344360354,0.11682132631540298
UpperSnake_ProfileCurvature,-23.032143211364748,0.11467660218477249
UpperSnake_ProfileCurvature,-22.91839907836914,0.11257658153772354
UpperSnake_ProfileCurvature,-22.804654945373535,0.11052033305168152
UpperSnake_ProfileCurvature,-22.69091081237793,0.10850703716278076
UpperSnake_ProfileCurvature,-22.577166679382323,0.10653587430715561
UpperSnake_ProfileCurvature,-22.463422546386717,0.10460596531629562
