variable,x,y
UpperSnake_DistanceToFlowline,-465.61416015625,0.4336104989051819
UpperSnake_DistanceToFlowline,-454.43942031250003,0.4336104989051819
UpperSnake_DistanceToFlowline,-443.26468046875004,0.4336104989051819
UpperSnake_DistanceToFlowline,-432.089940625,0.4336104989051819
UpperSnake_DistanceToFlowline,-420.91520078125,0.4336104989051819
UpperSnake_DistanceToFlowline,-409.7404609375,0.4336104989051819
UpperSnake_DistanceToFlowline,-398.56572109375,0.4336104989051819
UpperSnake_DistanceToFlowline,-387.39098125,0.4336104989051819
UpperSnake_DistanceToFlowline,-376.21624140625,0.4336104989051819
UpperSnake_DistanceToFlowline,-365.0415015625,0.4336104989051819
UpperSnake_DistanceToFlowline,-353.86676171875,0.4336104989051819
UpperSnake_DistanceToFlowline,-342.692021875,0.4336104989051819
UpperSnake_DistanceToFlowline,-331.51728203125003,0.4336104989051819
UpperSnake_DistanceToFlowline,-320.34254218750004,0.4336104989051819
UpperSnake_DistanceToFlowline,-309.16780234375,0.4336104989051819
UpperSnake_DistanceToFlowline,-297.9930625,0.4336104989051819
UpperSnake_DistanceToFlowline,-286.81832265624996,0.4336104989051819
UpperSnake_DistanceToFlowline,-275.6435828125,0.4336104989051819
UpperSnake_DistanceToFlowline,-264.46884296875,0.4336104989051819
UpperSnake_DistanceToFlowline,-253.294103125,0.4336104989051819
UpperSnake_DistanceToFlowline,-242.11936328125,0.4336104989051819
UpperSnake_DistanceToFlowline,-230.9446234375,0.4336104989051819
UpperSnake_DistanceToFlowline,-219.76988359374997,0.4336104989051819
UpperSnake_DistanceToFlowline,-208.59514374999998,0.4336104989051819
UpperSnake_DistanceToFlowline,-197.42040390625,0.4336104989051819
UpperSnake_DistanceToFlowline,-186.24566406249994,0.4336104989051819
UpperSnake_DistanceToFlowline,-175.07092421875,0.4336104989051819
UpperSnake_DistanceToFlowline,-163.89618437499996,0.4336104989051819
UpperSnake_DistanceToFlowline,-152.72144453124997,0.4336104989051819
UpperSnake_DistanceToFlowline,-141.54670468749998,0.4336104989051819
UpperSnake_DistanceToFlowline,-130.37196484375,0.4336104989051819
UpperSnake_DistanceToFlowline,-119.197225,0.4336104989051819
UpperSnake_DistanceToFlowline,-108.02248515624996,0.4336104989051819
UpperSnake_DistanceToFlowline,-96.84774531249997,0.4336104989051819
UpperSnake_DistanceToFlowline,-85.67300546874998,0.4336104989051819
UpperSnake_DistanceToFlowline,-74.49826562499999,0.4336104989051819
UpperSnake_DistanceToFlowline,-63.32352578125,0.4336104989051819
UpperSnake_DistanceToFlowline,-52.14878593749995,0.4336104989051819
UpperSnake_DistanceToFlowline,-40.97404609374996,0.4336104989051819
UpperSnake_DistanceToFlowline,-29.799306249999972,0.4336104989051819
UpperSnake_DistanceToFlowline,-18.624566406249983,0.4336104989051819
UpperSnake_DistanceToFlowline,-7.449826562499936,0.4336104989051819
UpperSnake_DistanceToFlowline,3.7249132812499965,0.4026149809360504
UpperSnake_DistanceToFlowline,14.899653125000043,0.31498444080352783
UpperSnake_DistanceToFlowline,26.07439296875009,0.23880259692668915
UpperSnake_DistanceToFlowline,37.24913281250002,0.17643791437149048
UpperSnake_DistanceToFlowline,48.42387265625007,0.13544069230556488
UpperSnake_DistanceToFlowline,59.59861250000006,0.12228050082921982
UpperSnake_DistanceToFlowline,70.77335234375005,0.11023598164319992
UpperSnake_DistanceToFlowline,81.94809218750004,0.09924370050430298
UpperSnake_DistanceToFlowline,93.12283203125014,0.08923759311437607
UpperSnake_DistanceToFlowline,104.29757187500002,0.08015056699514389
UpperSnake_DistanceToFlowline,115.47231171875,0.07191579788923264
UpperSnake_DistanceToFlowline,126.6470515625,0.06446778774261475
UpperSnake_DistanceToFlowline,137.8217914062501,0.057743143290281296
UpperSnake_DistanceToFlowline,148.9965312500001,0.051681194454431534
UpperSnake_DistanceToFlowline,160.17127109375008,0.04622442647814751
UpperSnake_DistanceToFlowline,171.34601093750007,0.041318703442811966
UpperSnake_DistanceToFlowline,182.52075078125006,0.036913465708494186
UpperSnake_DistanceToFlowline,193.69549062500005,0.03296174854040146
UpperSnake_DistanceToFlowline,204.87023046875004,0.029605695977807045
UpperSnake_DistanceToFlowline,216.04497031250014,0.027472475543618202
UpperSnake_DistanceToFlowline,227.21971015625002,0.02558986470103264
UpperSnake_DistanceToFlowline,238.39445,0.023998524993658066
UpperSnake_DistanceToFlowline,249.5691898437501,0.022930724546313286
UpperSnake_DistanceToFlowline,260.7439296875001,0.02193409577012062
UpperSnake_DistanceToFlowline,271.9186695312501,0.021010970696806908
UpperSnake_DistanceToFlowline,283.0934093750001,0.020609939470887184
UpperSnake_DistanceToFlowline,294.26814921875007,0.020468054339289665
UpperSnake_DistanceToFlowline,305.44288906250006,0.020330363884568214
UpperSnake_DistanceToFlowline,316.61762890625005,0.02019358053803444
UpperSnake_DistanceToFlowline,327.79236875000015,0.02005769871175289
UpperSnake_DistanceToFlowline,338.96710859375,0.019922710955142975
UpperSnake_DistanceToFlowline,350.1418484375,0.01978861540555954
UpperSnake_DistanceToFlowline,361.3165882812501,0.01965540274977684
UpperSnake_DistanceToFlowline,372.4913281250001,0.019523071125149727
UpperSnake_DistanceToFlowline,383.6660679687501,0.019391611218452454
UpperSnake_DistanceToFlowline,394.8408078125001,0.019261019304394722
UpperSnake_DistanceToFlowline,406.0155476562501,0.019131289795041084
UpperSnake_DistanceToFlowline,417.19028750000007,0.019002417102456093
UpperSnake_DistanceToFlowline,428.36502734375006,0.0188743956387043
