"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"Lexp[247]",59.7807068225727,1.01014045978499,57.8048537151267,59.1110756730174,59.7838277779924,60.4562531728856,61.7835209513695,1.00090743904064,15000
"Lexp[248]",34.956593166202,0.814254367359649,33.3298117434807,34.4214629405785,34.964583990487,35.4998310892114,36.533874542191,1.00089882904572,15000
"Lexp[249]",48.5915808723417,0.66204977705187,47.2833474176797,48.1608121227959,48.5889071055347,49.0256349577138,49.893847775866,1.0009983261423,15000
"Lexp[250]",56.3670653995392,1.36198961642979,53.7287869597758,55.4620643465377,56.3376058561299,57.2490641192292,59.083924986883,1.00113007107491,8600
"Lexp[251]",59.3456024397279,1.00958411388322,57.3626301038776,58.6741439547796,59.3485442581808,60.0125785189566,61.3823183281471,1.00098879060231,15000
"Lexp[252]",35.7183491546576,0.824858490132652,34.0601061167546,35.1747291319377,35.7203782102648,36.2712402651869,37.3194254713077,1.0009166572185,15000
"Lexp[253]",49.9511696308775,0.667950915124865,48.6134431759698,49.5137254771118,49.9492899449361,50.3899592337175,51.2642896872895,1.00104910721584,13000
"Lexp[254]",55.0473146838379,1.36820301929592,52.3737013267906,54.1398994441095,55.0239277110643,55.938311811305,57.7934701378791,1.00120946360966,6400
"Lexp[255]",56.5848273522138,1.01492436847445,54.6093948200935,55.9113565399065,56.5843788974774,57.2561674799906,58.6286274095195,1.001049723265,13000
"Lexp[256]",39.9651136321375,0.831644165354066,38.3049399171676,39.4248686322162,39.9777752553196,40.5240423121595,41.5556522447144,1.00100969884907,15000
"Lexp[257]",47.7306772304184,0.674912272657392,46.3654880019347,47.2947658350792,47.7262952192451,48.1710763085186,49.0582782903545,1.0009235814198,15000
"Lexp[258]",52.7337214254991,1.386843349524,49.9908522069363,51.8194171293499,52.7216084708348,53.6374241521913,55.5013394843509,1.00094926551042,15000
"alpha.adj",0.443654121280013,0.0212757571614156,0.402305121984136,0.429248059077008,0.443355839650735,0.458111020071201,0.485862076531684,1.0010682466193,12000
"alpha.sect.adj[1]",0.00591983419333494,0.0206743396710539,-0.0346986401786023,-0.00667579638405445,0.00555784067833456,0.0182701750639565,0.0483614277762407,1.0013604570635,4300
"alpha.sect.adj[2]",0.00572406174115724,0.0204805160255047,-0.0345124576709911,-0.00691659885056052,0.0054911285763494,0.0182693213431618,0.0464583986249054,1.00153333597344,3200
"alpha.sect.adj[3]",0.00649497039338023,0.0203672300836292,-0.0329620026573698,-0.00631356302336318,0.00613576376674278,0.0187751194550985,0.0479782761564657,1.00145167241557,3600
"alpha.sect.adj[4]",0.00511431031993244,0.0204638433615751,-0.0360869622703418,-0.00731025872668988,0.00509087266764585,0.017637078599182,0.0452320987719829,1.00112486358827,8800
"alpha.sect.adj[5]",0.0242142374261025,0.0359049135991095,-0.0409212489774275,0.000190159714855376,0.0206645977766597,0.0451920516454325,0.103939066932577,1.00131487224549,4800
"alpha.sect.adj[6]",-0.0233245750507289,0.0225569921245578,-0.0703662517862211,-0.0372129631891945,-0.0221503686577523,-0.00914057721009217,0.0205766750698483,1.00100282534033,15000
"alpha.sect.adj[7]",-0.0226867204847769,0.0223053579488795,-0.0684831274629342,-0.0365814313255379,-0.0217656741388879,-0.00882255972753656,0.0211965155618791,1.00117380465107,7300
"alpha.sect.adj[8]",-0.0243833147741654,0.0231552103169728,-0.0735144600060299,-0.0382533410488714,-0.0229589206108468,-0.00996440088189134,0.0198314616350962,1.00113341695543,8500
"alpha.sect.adj[9]",-0.0219580947296784,0.0224111224512639,-0.0676976958567513,-0.0359194930311096,-0.0212088824202341,-0.0080474905141115,0.0222771508131097,1.00107831442943,11000
"alpha.sect.adj[10]",0.00320521732905508,0.0247444748773411,-0.0476301693076964,-0.0120085753088962,0.00341659892603554,0.0190765801724209,0.0516126744925635,1.00125148208737,5700
"alpha.sect.adj[11]",0.0064297695087449,0.0246834225504301,-0.0411502759553214,-0.00910295003653336,0.00554998269007223,0.0217797008675227,0.0570748024112693,1.00126389169028,5500
"alpha.sect.adj[12]",0.00470716050303256,0.0245023469869704,-0.0440404247578732,-0.0101365236361517,0.00453186512982434,0.0200210719573993,0.0529574446458813,1.00111172783547,9400
"alpha.sect.adj[13]",0.00508523977038818,0.025117370405173,-0.0443983718100876,-0.0104151200130422,0.00471773856051208,0.0207959081864686,0.0551708568154921,1.00121019634309,6400
