V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
35.452645165881364,35.44932388805432,35.44604007857375,35.4426760882886,35.43921991050996,35.435862827957955,35.432522265265426,35.42960177867899,35.42610917187492,35.42264389556654,35.419474609168155,35.415819229856645,35.41237796987506,35.40880314740066,35.40545879258701,35.40198321129216,35.39826634966119,35.394374464551085,35.39089313748546,35.38680636976092,35.38297045674864,35.37918020655447,35.375634523964884,35.37159901924528,35.36780506336505,35.36405732813411,35.36004045565191,35.35596580256613,35.35198623517176,35.34767744061098,35.34346184965537,35.339206742557,35.33493352236926,35.33055197490261,35.326236581802654,35.32181771257618,35.31754266477529,35.31319829695069,35.3082913580608,35.3031850862639,35.29835858177462,35.29351489618057,35.28830576570138,35.28302399582487,35.27808820502849,35.27215803802324,35.266790210264666,35.26124210752311,35.25532279673635,35.24924667311001,35.24285624542468,35.236606506641664,35.230637796554404,35.224610761153606,35.21822797590195,35.21147277314597,35.20471139862655,35.198242958987436,35.19158783560787,35.184721161852195,35.178091386845175,35.17126008943743,35.16383057177466,35.15648929729044,35.14884650042971,35.14137661615662,35.13390113303629,35.12586204948371,35.1178831918223,35.11012578729312,35.10266075191143,35.0949784923363,35.087197302441325,35.07898929868764,35.071090435063034,35.06321745970065,35.05540656723471,35.04726275394647,35.039046872924644,35.03118462945736,35.02312343240813,35.01498569089917,35.007124553356135,34.99901565964954,34.99090448299347,34.98335376802934,34.975430127722106,34.967500357254124,34.95942227633291,34.9512190067645,34.943279975823735,34.93522405690738,34.927036789928216,34.919134718928255,34.91106642340278,34.902754660139415,34.89422601644443,34.88580559779972,34.877576928222354,34.86932452066187
35.90803656525577,35.90124158349761,35.89462782902372,35.888176831892586,35.880993163207826,35.874460284392285,35.86803455506789,35.862166028945225,35.85553728243335,35.849037236936944,35.84250468592865,35.83533871053007,35.82884970066447,35.82216039628081,35.815633113126545,35.808912418867656,35.801955254506964,35.79435811938474,35.7873401092937,35.779592346172734,35.772253143581636,35.76463254898351,35.757410012671365,35.74961676269398,35.742125825988346,35.73503628018201,35.727485348560975,35.719605889241926,35.711811846907906,35.7033907106147,35.69516057858862,35.68679549655925,35.67839586001376,35.67007067743848,35.6615446233213,35.6529317100955,35.64423684105188,35.63577587224624,35.62609944802471,35.616084520068675,35.60657946240709,35.59716870681368,35.58706982420778,35.57680387341875,35.566856119156874,35.5557141903852,35.54490109498848,35.533862290072165,35.52234021223492,35.51025673579523,35.49806120560692,35.486024126818116,35.4743304403689,35.46241797140766,35.44964883440136,35.43675880332101,35.42336258112029,35.41061697849191,35.397284720228676,35.383794453088086,35.3710589376062,35.357383690855805,35.34309349485535,35.328516842974146,35.31377277207883,35.298878464740866,35.284146311009174,35.2685505688841,35.25296296403133,35.23802164939653,35.22308119298923,35.208424885306165,35.19345751860009,35.17760565711442,35.16187330524973,35.146052512535505,35.13088950180044,35.11465980467841,35.09842223601388,35.08309623497913,35.06756251156192,35.05193675170339,35.03642759710657,35.02032991503555,35.00419757239662,34.98919331954568,34.97409324224024,34.95845327154074,34.942495977146876,34.92645849393265,34.91078576990063,34.89496520818201,34.87927777039608,34.86320648197557,34.847447664004356,34.831357634794955,34.8147398069613,34.79883880919944,34.782726985067015,34.76647148872162
36.365291729082074,36.35553733359425,36.34568659496848,36.33607723406038,36.32613695079432,36.31649966157861,36.30705780860955,36.29778776862819,36.28820918751056,36.27870596507316,36.26898799823274,36.258789561008264,36.24908700188557,36.23921453150572,36.229695874106014,36.22021397810839,36.21032475488346,36.19951975234259,36.1891980799512,36.17813082473195,36.167250864717346,36.1559305411061,36.14512223012349,36.13392986792023,36.1228934173807,36.11251754741108,36.10167665329466,36.09021172642542,36.07922264467078,36.067092483147036,36.05480848204026,36.042534786905875,36.030062023234386,36.01783987799711,36.00545540108531,35.99274330086066,35.9799948417551,35.96748324403551,35.953369048485655,35.93870966241625,35.92458517881559,35.910495843200096,35.89580464050105,35.88094719747646,35.8659343729605,35.84971976994505,35.83389218024822,35.81773320888348,35.80079401043638,35.783134712093435,35.76550507471271,35.7478313281496,35.730345465413954,35.712782932268745,35.694060131579356,35.67515957986022,35.65560940251566,35.63644378021209,35.61694596131292,35.597506552885974,35.57844691731908,35.55849899247996,35.53716220805711,35.515744213852756,35.494134406385996,35.47224284795858,35.45048548036864,35.428028483645356,35.4051336021654,35.383109133051136,35.36106177145336,35.33957717431833,35.317470807539415,35.29438734986245,35.27123417238545,35.24809352479708,35.2254771627134,35.201810083708956,35.17847427397734,35.155586254706584,35.13287657775354,35.11015411369254,35.08733065701591,35.06364787251129,35.03990677530826,35.01779257294761,34.995476032585785,34.972404650730766,34.94892700552518,34.925624674379954,34.90274450584579,34.87950836479435,34.856485090727574,34.832787506907444,34.80946804689691,34.78563117311337,34.76129038690259,34.73785592544747,34.714319769555026,34.690666537453545
36.82418785182922,36.811549352072085,36.798530824085276,36.786351037405225,36.77355334975524,36.76132380879963,36.74869444358273,36.73653149014505,36.724264246828405,36.71188296374247,36.69934130551025,36.6861791961313,36.67342237767853,36.66013316097508,36.64804570248065,36.63551351012125,36.622822114053434,36.609347572724126,36.595917258715346,36.58159156201263,36.56735743146304,36.55297558687534,36.53906878251131,36.52434156711997,36.50964815779468,36.49605524452808,36.482056898262464,36.46757901417178,36.45326645778315,36.43780589185307,36.42169100519339,36.40570677354231,36.38964629839413,36.37374710082913,36.35726464525381,36.340598833185844,36.324220148102356,36.307519687937486,36.28923465256168,36.27031724509099,36.251959620925504,36.233747513585705,36.214308696738094,36.19483624454492,36.17521996875334,36.153885223112354,36.133191140880015,36.11236904564614,36.090089622592764,36.06736504047145,36.04445726757965,36.02145484567093,35.99804133577829,35.97522960637415,35.950950055831065,35.92644638551203,35.90086936904122,35.875663895580026,35.850411125743506,35.825041121551344,35.799690475244276,35.77325612666382,35.745731104577345,35.71767225264528,35.689378140098746,35.66066352542587,35.63222171339125,35.60312231621679,35.57331553053858,35.544437205319966,35.51576661015427,35.48760376014135,35.45856989237089,35.428758332802616,35.39881240718992,35.368837724757455,35.339231388246475,35.30847624428462,35.278428125599845,35.248373805087006,35.218665352170575,35.18895617671182,35.15906537749564,35.12814289225393,35.09722123950964,35.06803209418153,35.03880926933256,35.00856808871957,34.97794854913645,34.947531916953075,34.91767913904376,34.88733412565702,34.85698927821308,34.826148977348964,34.795831742760456,34.765169252000405,34.73371429512253,34.703112410756944,34.67258148720837,34.64193095192638
37.283971233522244,37.2689988514803,37.2534101204488,37.23849056414262,37.22311975237066,37.20825346036639,37.19256564692605,37.17757399705479,37.162920166957406,37.14776940379754,37.132476877292966,37.11673774393122,37.10124087922694,37.08503972464932,37.07000062413967,37.05468375572136,37.03932673865921,37.02305476835102,37.00699660959117,36.98972640951208,36.97250371481671,36.95505138643914,36.93800238262464,36.92033062801348,36.90278403774511,36.885953443363825,36.86880851137615,36.85118074852358,36.83389360124387,36.815110662776014,36.79566063758881,36.776251334116274,36.75687895098254,36.73714611508104,36.716773057968005,36.696344736248676,36.67620758473109,36.65559021627007,36.63336733841561,36.61051247974704,36.58815374307764,36.565890032164184,36.541967334809065,36.51819511599309,36.49411089013238,36.46793474060082,36.442991087687815,36.41745722572806,36.39026974839763,36.36257460240829,36.334632436228276,36.30623691194434,36.27742211962728,36.2492802461653,36.219671161044424,36.1896209183877,36.15838636252901,36.127593141448756,36.09672829729783,36.06532400290015,36.03400760725346,36.00152648607167,35.96770627374887,35.93322461646022,35.898805619403554,35.86364434031521,35.82889421578956,35.793208215870166,35.757268971724436,35.722064759112385,35.68671534867478,35.652346314010465,35.61676274953618,35.58029605757183,35.54350477540538,35.50698403063455,35.470893819915126,35.4336408027148,35.396981213681414,35.3599326372715,35.323687550932775,35.28747396462706,35.25051029593664,35.2130151106852,35.17539965427408,35.13937966889335,35.10332929951632,35.066473723841135,35.02897674339958,34.991661838088966,34.95496598550332,34.91792776272781,34.880813238871795,34.84311536974518,34.806193000819,34.76884719792119,34.73071509181788,34.69344659721726,34.65638365171951,34.618925630120096
37.744974422872076,37.72755710607176,37.70970129466924,37.69221724540222,37.67451820880304,37.65714123244546,37.63888869254397,37.621099818448336,37.60384104780402,37.585970384376104,37.56823454650921,37.54989273571859,37.531939833994635,37.51344444543405,37.495835024935005,37.47748878490989,37.45948156624921,37.440512627481816,37.42206285048497,37.40239402343107,37.38227543467789,37.361934813138,37.34207131647735,37.32171952148876,37.30154001636768,37.28157490568632,37.26156267057571,37.24078776816537,37.22059280295077,37.19862122948522,37.17605459204273,37.15336073796593,37.130872564123315,37.107626625096714,37.083559697933474,37.05975103423261,37.03625173419861,37.01168355076313,36.9856732322813,36.95896484746783,36.93286257294847,36.906429918107946,36.878366867963386,36.850682614485656,36.82239191821473,36.79178276989148,36.76254062118041,36.73228947901662,36.70037274358155,36.668006113095025,36.63537774545635,36.6020033188555,36.56787511049542,36.53454904700157,36.49969752813689,36.46426531288136,36.42773374183751,36.391452471975036,36.355017274050084,36.31804220531818,36.28079229230627,36.24259144955992,36.2030430345243,36.16253730415214,36.1220118157689,36.080647170545916,36.04000593303468,35.998042597664146,35.956116622336566,35.914960391655264,35.87341013661763,35.833099572431585,35.7913829580611,35.74840023159793,35.70521494762565,35.66257999284519,35.62008377972531,35.57614803053451,35.53328124701567,35.489789265073746,35.44728209689432,35.40465089491141,35.361521868033236,35.317841441154044,35.2738463091272,35.23148648615239,35.189009471830744,35.1457801494488,35.10152269256808,35.057816820079644,35.01480142623997,34.9710280716673,34.927405422349636,34.883356364040615,34.840120062274615,34.796023743496946,34.751420298250174,34.707766688432834,34.66416254494337,34.62024985998346
38.20660446399598,38.18673788459635,38.16651527504159,38.14688927509875,38.12688551295401,38.10722919549466,38.086813503706466,38.0666096776765,38.04708225717222,38.026480320605614,38.00650768249465,37.986048129382,37.965634366921556,37.94471681636108,37.92456260530771,37.903759547777156,37.883090690073296,37.861663359370425,37.84079705050825,37.81874765132123,37.796257718871864,37.77321149980655,37.75087436222207,37.72823715928932,37.70525209463044,37.682581744114835,37.65970539434918,37.63617013970752,37.613085042628846,37.58807100380514,37.56266266003881,37.53689924822651,37.51124617861281,37.48497523022933,37.45765975864575,37.43045906128006,37.403408669175604,37.37524476709273,37.345824220602886,37.31563788137804,37.28561324381783,37.25553683317571,37.22345868898375,37.19191872879179,37.15947786047205,37.124671235012954,37.09105581072816,37.05639257870717,37.02003503694422,36.98328114129578,36.94608217272046,36.907837892079606,36.86880817596792,36.830599366709485,36.79064620684685,36.749983129902205,36.70834315305679,36.666515915292905,36.62481940592982,36.582573010258336,36.53980400639005,36.496208555773954,36.45114276030071,36.40486569823558,36.35850944736366,36.31134949935523,36.2649567667942,36.217346997579256,36.16945544040474,36.12257268664639,36.075121028019595,36.0290551269194,35.98144156792954,35.93256010923726,35.883263607766416,35.834321034230555,35.78578534291759,35.73582614344956,35.68695630143888,35.63732317525967,35.588833786717686,35.54047770358861,35.49129621790605,35.44163451265788,35.39152384949793,35.34298041053176,35.29425022788847,35.24467488747252,35.1940071386746,35.14423086545307,35.09544311775134,35.04540440962062,34.995813440533986,34.94563110881091,34.89644116047789,34.84605165055959,34.79514668244445,34.74529513561564,34.695433840137895,34.64541309893962
38.668267364189525,38.64643284291303,38.624132404221264,38.60265593841855,38.58044519302723,38.55860620547304,38.535902027232815,38.513665853691364,38.49197012700662,38.46908124140783,38.44714746306872,38.424212172354196,38.401591948049926,38.37854975020747,38.35601816640955,38.33312099917646,38.31018576244975,38.28624118161948,38.26291933930514,38.238528896358396,38.213787044017664,38.18839586099563,38.16393550781243,38.13886380404999,38.11350072199936,38.08807095756083,38.06264076823917,38.03652901200481,38.01078524162146,37.98296339413389,37.95492274218837,37.9264903356417,37.89771787510768,37.86844524693548,37.83817590336759,37.80787028058233,37.77758538049743,37.74616289048859,37.713496296433554,37.679879613725895,37.646284243821356,37.61255545378877,37.5764969357922,37.54113082025515,37.50470311359589,37.46582775830267,37.42817338895374,37.38930772686573,37.34877724389968,37.307908455478724,37.26625175639001,37.22354322230495,37.17976018201522,37.13681937639884,37.09213393525961,37.04637821826879,36.99950947756644,36.952779228334755,36.90590358790793,36.85848202863828,36.81044026462375,36.76165483432417,36.71138713225229,36.65977579918164,36.60777487192484,36.55513468081137,36.50331584344494,36.45026386182558,36.39683565128597,36.344335385702166,36.29129677828173,36.23934687210168,36.18638192972629,36.131691210598,36.076793440646874,36.02191834511517,35.96760639771612,35.91180167492621,35.857138609577966,35.801612309267924,35.747332232639245,35.693163831629235,35.63826552733918,35.58270057894921,35.526834249419586,35.47238881299965,35.41831369186378,35.36310191580352,35.30656321593418,35.25108117962932,35.19645953832383,35.14039831777359,35.084968589711245,35.028834725016374,34.97383772956074,34.91747240283454,34.860499041015075,34.804536360464795,34.748658415757525,34.69264169632643
39.12922094222501,39.105488315134885,39.08137962230957,39.057968441886565,39.03415747064412,39.010591846641994,38.98585939474489,38.96159009989726,38.937912297570996,38.91305144211972,38.88909918449451,38.86441241203983,38.8394827112048,38.8143410394127,38.78982613388353,38.764908907017386,38.73980480309671,38.71364378127031,38.68815692039141,38.661641581491985,38.634709149880074,38.6073695627641,38.58084893150393,38.553458346046696,38.52585098396457,38.49809030256028,38.47038167502172,38.44158120479345,38.41350063941639,38.38319770760883,38.35254485150533,38.32134957971346,38.289736402491556,38.25771336794772,38.22481933345418,38.19159889683199,38.158122188370534,38.12368781551245,38.087878988177344,38.05105464877305,38.0138358571626,37.97684285374372,37.93706195994917,37.89788222325127,37.857948456054714,37.81500683806228,37.77347457901847,37.73062853215531,37.68635536695147,37.64139635972157,37.59546589515717,37.548356110898254,37.500208483841035,37.45279713404204,37.40353728517689,37.353033416351835,37.30130159490755,37.24975654416065,37.19772612270805,37.145415861600526,37.092290129781595,37.03866924496857,36.98348379652963,36.92676193177826,36.86930428684953,36.81145890711529,36.75469443329521,36.696578937035135,36.63789756789986,36.579990292492745,36.52163484615178,36.46398213469497,36.40544880528068,36.34540026562717,36.284838913994435,36.224704395839396,36.164851726632705,36.10351898610072,36.043571441869986,35.982515441345726,35.92262651993921,35.862969991772694,35.80270474414223,35.741603351077615,35.680130876720966,35.620105742270795,35.56046798090249,35.49983010068572,35.43772402961521,35.37657779902846,35.31651282411449,35.25500483656215,35.194087656424536,35.13237201220937,35.07189357575114,35.00991251069824,34.94713237876971,34.8854050155614,34.823704970786025,34.76207818940036
