"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"Lexp[238]",33.5024097922802,0.820484376399857,31.9387327044012,32.9408016740748,33.4884949320514,34.0366276693477,35.1460152107781,1.00095379029583,15000
"Lexp[239]",42.1153918410041,0.719184809744769,40.7507864183935,41.6264993641492,42.1015526638674,42.58698348815,43.5854333643237,1.00100382101092,15000
"Lexp[240]",56.4912980425552,1.19977698038487,54.185653692228,55.6851143440863,56.4821432922049,57.2757863495691,58.8993255152605,1.00102032937903,15000
"Lexp[241]",35.2328946805647,0.747251322264697,33.8025307948729,34.7282244081581,35.2179355408409,35.7250733194347,36.7400108063515,1.00092141815825,15000
"Lexp[242]",42.2850029159612,0.701824114587919,40.9453247596175,41.8091886778951,42.2751874363454,42.7483914209136,43.7029799025738,1.00094730666958,15000
"Lexp[243]",56.4546694004373,1.26217853957376,53.9803613807666,55.6028466936867,56.455455437884,57.2864103653735,58.9820664956711,1.00093389450542,15000
"Lexp[244]",39.0186607848376,0.787304800526473,37.4586643316543,38.5002545506384,39.0226462340632,39.5460984704078,40.5737291772877,1.00092228528644,15000
"Lexp[245]",49.6938797686995,0.617949480673207,48.4441097693022,49.2880445080954,49.7098594143957,50.1064631692469,50.8882342293069,1.00111650764483,9200
"Lexp[246]",53.0911032577338,1.17957292201918,50.7461914501726,52.3173166068242,53.0801609059191,53.8729654221471,55.4088249761283,1.00090119914577,15000
"Lexp[247]",57.1363405114729,1.04164278633884,55.106893587556,56.4429639750039,57.1378179099189,57.8494167691277,59.1492698171577,1.00091789740604,15000
"Lexp[248]",36.6214540973421,0.724644289641947,35.1998703521868,36.1428841060405,36.6142340102645,37.0934073690572,38.0852272439485,1.00114911263291,8000
"Lexp[249]",48.1518430284989,0.594521020551377,46.9617420171971,47.7628550879343,48.1555667462525,48.5404555572894,49.3195282693427,1.00145167694653,3600
"Lexp[250]",55.5956504016607,1.17081749653471,53.2642613802631,54.8299881572031,55.5917361000584,56.3635574368159,57.8769753579596,1.00110640421792,9600
"Lexp[251]",56.6063513415115,1.05928789062659,54.5269920878665,55.8946864914031,56.6129116555599,57.3259471674961,58.6797721325541,1.00093991947155,15000
"Lexp[252]",38.4973912264103,0.772871693006044,36.9684254078915,37.9923609522232,38.4904168480505,39.0034348240697,40.0262376866633,1.0009681042547,15000
"Lexp[253]",49.4505123692608,0.602899057382972,48.2384359691668,49.0576204375648,49.4638633721141,49.8515058511994,50.6303297096023,1.00138055018401,4200
"Lexp[254]",54.544667902979,1.17353744509507,52.2200664606384,53.7791416315884,54.5399643169919,55.315913632271,56.8541479844214,1.00101889340597,15000
"Lexp[255]",54.0285578702134,1.09418129997879,51.9080880957113,53.3019567721305,54.0274967371144,54.7686271910615,56.1714253685508,1.0009393974595,15000
"Lexp[256]",41.2010313678539,0.721565627275628,39.7707785750468,40.73276033793,41.2059833507793,41.6728237359857,42.6240778139628,1.00121586654213,6300
"Lexp[257]",47.2591843111378,0.594608913576976,46.0548729211353,46.8759452130867,47.2660633493474,47.645527367771,48.4154277173813,1.00131972996445,4800
"Lexp[258]",52.776292563076,1.19036137273731,50.3997842877024,51.9981151772025,52.7690892131397,53.5594541283713,55.1430035083638,1.00104211272353,14000
"alpha.adj",0.36084790670872,0.0131526214627467,0.335046340251204,0.352024949517818,0.360870316627189,0.369543697153778,0.386882560383491,1.00153929467674,3100
"alpha.sect.adj[1]",0.0195591434292972,0.0211637303984542,-0.0215740208791528,0.00593060715139772,0.0190557526875603,0.0327662701682545,0.0624332383413281,1.00111851458364,9100
"alpha.sect.adj[2]",0.0186889275118916,0.021338911443473,-0.0231948747319928,0.00508146951489668,0.0182110481709642,0.0320350449241795,0.0618653106580077,1.0011210373647,9000
"alpha.sect.adj[3]",0.0198509752000027,0.0210921559019543,-0.0202547020437082,0.0063256912326113,0.0192055696976107,0.0329965202420006,0.0629133235827466,1.00094933405742,15000
"alpha.sect.adj[4]",0.0196814330360861,0.0211862443947726,-0.0217763246695375,0.00584306097942385,0.0192533798315565,0.0329398626089148,0.0620146483432327,1.00091905248749,15000
"alpha.sect.adj[5]",0.0144902642550511,0.0328626457317602,-0.0448348591938837,-0.00660257288591513,0.0119114726621212,0.0336340654453806,0.0875213264953722,1.00099875525836,15000
"alpha.sect.adj[6]",-0.0177340648578574,0.0219689074089451,-0.0621971301685423,-0.031150684307603,-0.0172077647893861,-0.00413393548577211,0.026007622030083,1.00143567336326,3700
"alpha.sect.adj[7]",-0.0161436504114933,0.0220196804277954,-0.0594246568185175,-0.0297107069150438,-0.0159775496848044,-0.00284176186699203,0.028823991494996,1.00096708418831,15000
"alpha.sect.adj[8]",-0.0227335326572411,0.0220551144989234,-0.0709067728243053,-0.0356532454897412,-0.0212041719738539,-0.00802237109237388,0.0168946311973816,1.00092659296537,15000
"alpha.sect.adj[9]",-0.0195675135879384,0.0212964617486274,-0.0638986897382415,-0.0325266532170308,-0.0187071150794539,-0.00593136911546952,0.0210082275013537,1.00144627175955,3700
"alpha.sect.adj[10]",0.0205197787559966,0.023891443095033,-0.0268118172793232,0.00522069630562791,0.020002582932027,0.0358764717037337,0.0679849401574181,1.00144838150813,3600
"alpha.sect.adj[11]",0.0241790017947883,0.0243400026205105,-0.0207975301249133,0.00782703203470664,0.0229953280368666,0.0393957668665148,0.0753158106339804,1.00134733308768,4500
"alpha.sect.adj[12]",0.0215495310067604,0.023964754762572,-0.0248657162672468,0.00591797572215181,0.0210094891255728,0.036804357561983,0.0702621543570105,1.00176020921359,2300
"alpha.sect.adj[13]",0.0232207754959055,0.024192892891477,-0.0222813703595602,0.00743063074110031,0.022209003602711,0.0382606151673869,0.0729525079844228,1.00138012334106,4200
"alpha.sect.adj[14]",-0.0238714469746439,0.0252324720445637,-0.0770330121356174,-0.0398478057093978,-0.0229274569432414,-0.0069155195393595,0.0233979290961878,1.00268422434314,1100
"alpha.sect.adj[15]",-0.0258970235051431,0.0247097414401775,-0.07893812287773,-0.0414251028842633,-0.0243043094669533,-0.00879405101143861,0.0178733234661509,1.00254876745946,1200
"alpha.sect.adj[16]",-0.0267249217375614,0.0248425646162013,-0.0798403004904741,-0.0424746731945664,-0.0252260903827213,-0.00948389112398368,0.0175323326489833,1.00226921910063,1500
"alpha.sect.adj[17]",-0.0233715911719581,0.0246378504663905,-0.0742188582242792,-0.0392020796558415,-0.02254577557139,-0.00703685426827672,0.0238574964965962,1.00253776788032,1200
"alpha.sect.adj[18]",-0.0235683435574654,0.0214360924937999,-0.066514164161128,-0.0370373476850903,-0.0232981277438834,-0.00956998396204719,0.0178990956636915,1.00092537737715,15000
"alpha.sect.adj[19]",-0.0249940285686391,0.0221460794683664,-0.0707536232717254,-0.0383525583725174,-0.0245236063401134,-0.0104303643887739,0.0164764275898336,1.00101057337184,15000
"alpha.sect.adj[20]",-0.0253092285463215,0.0214311496558513,-0.0696138536998605,-0.0385659503094995,-0.0247232339665641,-0.011231077852922,0.0149730052727526,1.00090932389277,15000
"alpha.sect.adj[21]",-0.0234820480421608,0.0220746011698768,-0.0675920182724604,-0.0372707567393624,-0.0233597323590931,-0.00935922706991883,0.0202199631012534,1.0009016519749,15000
"alpha.sect.adj[22]",0.0462392733885184,0.0279605893575231,-0.0051737226601318,0.026837270296644,0.0453311674905248,0.0645439500750299,0.104201995604909,1.00281085314408,1000
"alpha.sect.adj[23]",0.0452827875118743,0.0275126161805822,-0.0054561302168499,0.0265786465812686,0.044536792139633,0.0633707197786375,0.10188248685207,1.00318989713737,880
"alpha.sect.adj[24]",0.0458830614427315,0.0277719872864132,-0.0055326027547479,0.0271313027136439,0.0447336926045027,0.0640380484999937,0.102906125504566,1.00295350225175,980
"alpha.sect.adj[25]",0.0447469378109773,0.0281362213759915,-0.00715474488405269,0.0254086293269214,0.0438451410599541,0.0632204188703376,0.101574650809591,1.00336513764633,810
"alpha.sect.adj[26]",-0.00537702404190929,0.0271947250402619,-0.0595921222855439,-0.0221375643693697,-0.0047211806041959,0.0113926750120003,0.0477322822698565,1.00131650373803,4800
"alpha.sect.adj[27]",-0.00656709957635021,0.0273772072128297,-0.0621742728922824,-0.0233296275838002,-0.00560249370775056,0.0105883340974298,0.0463889419582144,1.00118705950748,6900
"alpha.sect.adj[28]",-0.00822536360474933,0.0266768600070288,-0.0638072817735977,-0.0244091324154261,-0.0071974023835254,0.00859465346487577,0.0426288613618118,1.00182732096489,2200
"alpha.sect.adj[29]",-0.00739283587133564,0.0214782096343394,-0.0500881687461636,-0.0208193369155045,-0.00716238503652269,0.00555804653641186,0.0363360735827598,1.00107888622952,11000
"alpha.sect.adj[30]",-0.0103994768146719,0.0214044947071749,-0.0551408846539126,-0.0232072050034725,-0.00928733230053471,0.00299437928331717,0.030647806936509,1.00091165905086,15000
"alpha.sect.adj[31]",-0.0101372704132136,0.0213368198395442,-0.0547548526198362,-0.0229739662783599,-0.00915958045356938,0.003351465072891,0.0301417249830481,1.00091560245832,15000
"alpha.sect.adj[32]",-0.00850734044202439,0.0214621695184134,-0.0527342442825553,-0.02149017020304,-0.00774804094772364,0.00470652950142582,0.0338589183615946,1.00093429443792,15000
"alpha.sect.adj[33]",-0.00866769931061549,0.0246953553638391,-0.0590933656356585,-0.0237360146307743,-0.00825810476241708,0.00628074728951426,0.0413058971365878,1.00089914848329,15000
"alpha.sect.adj[34]",-0.00884389201675856,0.0246713564956883,-0.058859917933561,-0.024365533882862,-0.00831957834028192,0.00615589817529815,0.0401580292105486,1.00105588957141,13000
"alpha.sect.adj[35]",-0.0092285749263855,0.0246957987039085,-0.0599399893962016,-0.0245006710381108,-0.00849939442089178,0.00587177999507674,0.040042173767916,1.00092905942739,15000
"alpha.sect.adj[36]",-0.00984427174123949,0.0244603382641381,-0.0596253994966259,-0.0247516791497299,-0.0089903674883412,0.00545998295608841,0.0380657508415888,1.00117132146417,7300
"alpha.sect.adj[37]",0.000860828400069788,0.027459971073569,-0.0551077181005369,-0.0160442186766079,0.000948468910768257,0.0173767659484823,0.0559233163552232,1.00103683194011,14000
"alpha.sect.adj[38]",0.000637117571929811,0.0269769020296653,-0.0538114474033252,-0.0158603147600858,0.000848103324169044,0.0170498198148839,0.0555431619589466,1.00125938475429,5500
"alpha.sect.adj[39]",0.00181832289166534,0.0266477114916485,-0.0515518186226052,-0.0144300009023225,0.00180653604450278,0.0179072613514295,0.0559168773764432,1.00094487484212,15000
"alpha.sect.adj[40]",-0.00693286650753305,0.0215734743910801,-0.0529643319438149,-0.0194149100454369,-0.00570961044499494,0.0068135280835185,0.0330225569382446,1.00099407906225,15000
"alpha.sect.adj[41]",-0.0042820211071989,0.0214250195780819,-0.0480569004818237,-0.0173156904851551,-0.0036225554442571,0.00889502412278162,0.0377603292587859,1.00105415748193,13000
"alpha.sect.adj[42]",-0.000882462026759526,0.0216360015809966,-0.0428588294565344,-0.0142532509589602,-0.00158254253023593,0.0117493708990407,0.0449430058355153,1.00169463853724,2500
"alpha.sect.adj[43]",-0.00251033604892085,0.0216123546350833,-0.0461113403194837,-0.0157559583516694,-0.00248333785574882,0.0106151158628092,0.0414086445575002,1.00152575122088,3200
"alpha.sect.adj[44]",0.00241494704676465,0.0237070276248774,-0.0458597889371041,-0.0119266822509113,0.00292711062837703,0.017215919512377,0.0490603430153448,1.00100057859376,15000
"alpha.sect.adj[45]",0.00583975444693148,0.0237376133099801,-0.0394072604848923,-0.00903163352656687,0.00518112879820283,0.0200296116924434,0.0558776590285356,1.00123289841982,6000
"alpha.sect.adj[46]",0.0041986905096191,0.0236175537604376,-0.0423131328134356,-0.0102690777148266,0.00398114039128964,0.0184620628254368,0.0520165085180939,1.00110683509881,9600
"alpha.sect.adj[47]",0.00153437656122793,0.0240538766386081,-0.0477000858704902,-0.0125718332532493,0.00214712827425363,0.0164495503731377,0.0485017212118824,1.0011561120815,7800
"alpha.stream.adj[1]",0.0179199135776229,0.0160915048654202,-0.0108127546393849,0.00647980521721195,0.0172309948645809,0.0283494262910922,0.0511328694328837,1.00100075828788,15000
"alpha.stream.adj[2]",0.0121120378708104,0.0278482921704133,-0.036786314832721,-0.00518448111298091,0.00921888226237981,0.027298792121476,0.0752595451953362,1.00132528165589,4700
"alpha.stream.adj[3]",-0.0187028878488173,0.0171195273303394,-0.0549446686378306,-0.0296657517547375,-0.0176280367818569,-0.00669328633059628,0.0122271900355162,1.00120617277945,6500
"alpha.stream.adj[4]",0.0208303482715506,0.0192238391245667,-0.0145690991784006,0.00712324873959603,0.0197028702426248,0.0336445894631951,0.060485402130172,1.00149050209312,3400
"alpha.stream.adj[5]",-0.0246074898158538,0.0205078976817523,-0.0686049082021551,-0.0378153476686667,-0.0229886580674506,-0.00951239945132083,0.0101329344460842,1.00387709964131,670
"alpha.stream.adj[6]",-0.0236391203427722,0.0169480159693791,-0.0578880546189059,-0.0350753918944521,-0.0231089185516832,-0.0114999836030818,0.00654470682442104,1.00106532522244,12000
"alpha.stream.adj[7]",0.0429310297559542,0.0242468044871278,-0.000103615536050357,0.0254814644783093,0.0420022873316225,0.0593878134743641,0.0922352064830857,1.00396725958843,650
"alpha.stream.adj[8]",-0.00702232636368612,0.0222489396596328,-0.0537156070632308,-0.020624008090887,-0.00553247825501527,0.00687680208237092,0.0353943065334479,1.0014419433034,3700
"alpha.stream.adj[9]",-0.0093780089764083,0.0161414704985108,-0.0436680631825026,-0.0195069127494601,-0.00832504075721556,0.00138594341028773,0.0204919079272054,1.00096342625921,15000
"alpha.stream.adj[10]",-0.00936480371187214,0.0196211846651075,-0.0498499483623888,-0.0219283104190939,-0.00837451659072543,0.00312930641048683,0.0281179324873057,1.00090646514136,15000
"alpha.stream.adj[11]",0.000270750717778932,0.0218885342843245,-0.0445504553148988,-0.0128605247822875,0.000299740883660873,0.0134973370022525,0.0448478342249849,1.00128263588099,5200
"alpha.stream.adj[12]",-0.00411318225161142,0.0163507055703863,-0.0383850613938893,-0.014322946464317,-0.00338287122824469,0.00641458512908563,0.0272186096851308,1.00196968846824,1900
"alpha.stream.adj[13]",0.00276373911730435,0.0183493749467548,-0.0341808535163232,-0.00861385350253514,0.00241737710362048,0.0143111626734222,0.0395397404482008,1.00122640207085,6100
"alpha.year.adj[1]",-0.0121943911590562,0.0128737728881575,-0.0383916521355302,-0.0209254464791523,-0.0116502104300215,-0.0027191608851703,0.0116891574999564,1.00090405539389,15000
"alpha.year.adj[2]",0.0121943911590562,0.0128737728881575,-0.0116891574999565,0.0027191608851703,0.0116502104300215,0.0209254464791524,0.0383916521355302,1.00090405539389,15000
"beta[1]",-0.0319017267159089,0.0152742023401161,-0.0613622011805291,-0.0421445770105622,-0.0320089985952665,-0.0219109068351616,-0.00125981013794422,1.0012036632817,6600
"beta[2]",0.0259424832178695,0.0225873686422162,-0.0202028068714939,0.0108650001714837,0.0267087761490981,0.0415115613469276,0.0683435089629481,1.00214659675079,1600
"beta[3]",-0.0880155086778735,0.0193875783641272,-0.12735168160278,-0.100631930565922,-0.0874419187806193,-0.0745840044647371,-0.0517140392129239,1.00216879058834,1600
"beta[4]",-0.0789606381251736,0.016326432378076,-0.111370154986981,-0.0899346535055222,-0.0788754233372755,-0.0679844153099507,-0.0470595417672713,1.00106131595342,12000
"condR2",0.866718635341571,0.0314307372818373,0.809101310773092,0.853316191810579,0.863747527771344,0.872370352829629,0.960886147601799,1.00097776240167,15000
"deviance",4345.49547795761,7.01858848649513,4333.59456831137,4340.44450547859,4344.84143948559,4349.96056548224,4360.94425352668,1.00164277698291,2700
"gr[1]",0.404940102379626,0.0497773745622592,0.308397032238426,0.37120779228438,0.404308964381501,0.438162380442555,0.503285245995006,1.00134822810025,4500
"gr[2]",0.467661973679014,0.0400629208673689,0.390757560733656,0.440142557289086,0.467049820208977,0.494422158357798,0.548174356851569,1.00114577485901,8100
"gr[3]",0.314332251772531,0.0380446112161305,0.23973960810908,0.288956324655429,0.314394953364523,0.33938830128136,0.390536958347891,1.00146189233446,3600
"gr[4]",0.247708509773486,0.04353989664165,0.161091804170231,0.218585536110183,0.248152450775881,0.276841575315974,0.333515808571391,1.00133595779754,4600
"gr[5]",0.449396987292736,0.0436087647346835,0.365097300987762,0.419985381998297,0.448812782381873,0.478781626828815,0.53528048893939,1.0013273600687,4700
"gr[6]",0.455933046815104,0.0391901017384957,0.380844485592248,0.429006962720149,0.455175623274244,0.482440894410738,0.53394786390699,1.00120084772832,6600
"gr[7]",0.348068071479071,0.0401916953388511,0.270340550782621,0.32060959396951,0.347764669268535,0.374974280434156,0.427113906208467,1.00142633253554,3800
"gr[8]",0.218717664524141,0.0440600192564689,0.131203790297325,0.189638511548998,0.219264094798456,0.247934623380724,0.30534670888803,1.00145519858889,3600
"gr[9]",0.517600070066178,0.0418371766588424,0.437680144975402,0.488397399705746,0.517134006780653,0.54623368933043,0.60188042469547,1.00104549960421,14000
"gr[10]",0.493172945571861,0.0404471989341649,0.415469835991943,0.465250587229437,0.492434052879949,0.520921405487001,0.573984902525302,1.00096953597746,15000
"gr[11]",0.269610541241841,0.0383507800217307,0.193224045586777,0.244170191581013,0.269660949703585,0.295488584539867,0.343680466484651,1.00143031034422,3800
"gr[12]",0.178795093346497,0.0479483603469896,0.082595733586485,0.146888049142,0.179335238581222,0.210658977041648,0.27088101611071,1.00147920728212,3400
"gr[13]",0.384410111845705,0.0507197482099158,0.286560184627876,0.350119714697617,0.383899579216014,0.4183799180842,0.484479840165207,1.00125533949638,5600
"gr[14]",0.428768879598988,0.0436116760904012,0.345269583862338,0.399128506326286,0.428402266728165,0.458024609326526,0.515611423458674,1.00120461872026,6500
"gr[15]",0.30356344568338,0.0389828768630498,0.226878758685497,0.277115659810327,0.303781761523984,0.329636705854472,0.38023764429435,1.0012753733978,5300
"gr[16]",0.219788726050705,0.0448721505267637,0.130029146993624,0.189231038791083,0.220456560272884,0.249984047556073,0.307097469952809,1.00125819677312,5600
"gr[17]",0.282004089346587,0.0490905742542829,0.184911620711702,0.248921492144931,0.281242473092384,0.314564714397684,0.378247054544653,1.00106236795866,12000
"gr[18]",0.345740139524849,0.0410419879807052,0.266151785229714,0.318510042922919,0.345088386347383,0.372824463628069,0.428357932032032,1.001258026082,5600
"gr[19]",0.306468999405121,0.0375103283362144,0.233085224867686,0.281359030853038,0.306375582110196,0.331660595566171,0.380602026851829,1.00107899812691,11000
"gr[20]",0.244583051874704,0.0427189470241747,0.160728359823486,0.216222731135566,0.244704339535884,0.273555808320672,0.32742655775777,1.00094254675346,15000
"gr[21]",0.288512654748588,0.0472696727009097,0.195460371916339,0.256664859706929,0.288247123895622,0.320146175287365,0.381413052153901,1.00120604422502,6500
"gr[22]",0.336147332230009,0.0425333009158829,0.253138374088159,0.307496562570281,0.335693496653548,0.364546238524297,0.420667833113326,1.00127141773758,5400
"gr[23]",0.320894100834659,0.0397221601770104,0.243198977083385,0.294383644293874,0.320906162412827,0.347309063361185,0.399134839696898,1.00114863251284,8000
"gr[24]",0.186254732911889,0.0493814538083543,0.0884300777882637,0.153774213976472,0.186341270407199,0.21969568723267,0.281722911228966,1.00102013825977,15000
"gr[25]",0.434615071071499,0.0400805206501414,0.354944724618468,0.408346222616046,0.434644809210919,0.461384887480606,0.51297937810228,1.0013174712935,4800
"gr[26]",0.395136920430266,0.0381622886350986,0.319701290167986,0.370067646586795,0.394922804764887,0.420480606232729,0.470074815351103,1.00136566228729,4300
"gr[27]",0.35505141035513,0.0366260123553374,0.282114330412676,0.330925428049465,0.355131979349675,0.379674831860455,0.426452919007393,1.00124673916158,5700
"gr[28]",0.248945517436043,0.0386248729142364,0.170091485792178,0.223710326517464,0.249726995292522,0.275401835895244,0.322112826930662,1.00091393375375,15000
"gr[29]",0.421579012671358,0.0394525780499808,0.344915633477441,0.395137246427875,0.421451388021622,0.447783574442621,0.50042950165476,1.00133221084376,4600
"gr[30]",0.423403483886249,0.0400743674612318,0.344528154167801,0.39739025098743,0.423289453216073,0.450019825399525,0.502628788087451,1.00135562420505,4400
"gr[31]",0.318530879833529,0.0389736415910405,0.238852579071022,0.292701551295003,0.319773970890461,0.344806972326681,0.39194101604626,1.00111053019374,9400
"gr[32]",0.17354405687807,0.0463087687519493,0.0795368838540892,0.142767164709492,0.174996126320635,0.205637262103052,0.260721373300406,1.0012162748485,6300
"gr[33]",-0.125429936207523,0.0697918642202021,-0.26467073008528,-0.172627129581109,-0.124866041523481,-0.0777431576242639,0.0103507489143244,1.00099565069385,15000
"gr[34]",-0.0284512568354564,0.0628507521386754,-0.152783159180884,-0.0705946636424828,-0.0281132912069831,0.0137293513469106,0.0947050840551377,1.0011545034399,7800
"gr[35]",0.0385530674248788,0.0518575866595157,-0.0637631276350631,0.0036982874889304,0.0380853041663754,0.0731671388692464,0.141108857140235,1.00159570861945,2900
"gr[36]",-0.0878557879421732,0.0676437088288343,-0.222215833995205,-0.133412209711881,-0.0873485908572885,-0.0419549108737032,0.0432331880678387,1.00102958007907,15000
"gr[37]",0.0867825367880417,0.0461745627908602,-0.00597738967595266,0.0563549278805182,0.0871876438566801,0.117862363176029,0.176586325885347,1.00146579758041,3500
"gr[38]",0.436994376491959,0.0415122148095993,0.353712812149502,0.409189194534763,0.438226785284839,0.466248849323693,0.513521650046671,1.00157751996844,2900
"gr[39]",0.375575381225673,0.0402399454361892,0.29536097762799,0.348908299829193,0.376804064463141,0.40355539326216,0.450169320050484,1.00167537065867,2600
"gr[40]",0.293708327072637,0.0430905821886893,0.208443003429538,0.264829250056245,0.294343313545989,0.322737110629497,0.376803045568395,1.00147703691418,3500
