"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"loglik[48]",-3.00316850851354,0.204404641702832,-3.47708698916773,-3.12019894656283,-2.9775423580009,-2.85761722617924,-2.6730508688819,1.00168258359782,2600
"loglik[49]",-2.47120648809748,0.11287929152673,-2.74334741064229,-2.5315742040486,-2.45720835256972,-2.39369901253614,-2.29279109593928,1.00107345719381,11000
"loglik[50]",-2.08069955687637,0.102724260225743,-2.33402557536017,-2.13143683834231,-2.064031804666,-2.01126802190128,-1.92632500064553,1.00093324173211,15000
"loglik[51]",-2.65437761786744,0.185667308393858,-3.06997983289455,-2.77084892824898,-2.63447758947051,-2.5151386137248,-2.35735585731884,1.0010923889199,10000
"loglik[52]",-2.61987643965295,0.117124097398903,-2.89115224846216,-2.68480964424947,-2.60303227531779,-2.53783917815421,-2.43707880203003,1.00094511316148,15000
"loglik[53]",-2.72724725128578,0.0964475259544719,-2.95443200954559,-2.7791892046132,-2.71438999843451,-2.66038930922957,-2.57472514456089,1.00090489049488,15000
"loglik[54]",-2.93108034016099,0.186201425331361,-3.36734301690554,-3.03776035670367,-2.9037962536833,-2.79596211460361,-2.64632750202424,1.00098621940034,15000
"loglik[55]",-5.78370791038216,0.809303007860768,-7.50955639823916,-6.30306997264009,-5.7417143335433,-5.21575791254648,-4.33096359994001,1.00106131427937,12000
"loglik[56]",-2.4172161980491,0.0976998373931346,-2.65137735367399,-2.46606959314632,-2.40333997411615,-2.35051492966993,-2.26775927497417,1.00094285551952,15000
"loglik[57]",-2.49335561321035,0.0682349364987237,-2.63891533032994,-2.53501078787536,-2.48935894068945,-2.44714834285767,-2.3720107279364,1.00097425954986,15000
"loglik[58]",-3.47105362078239,0.395065138630576,-4.37746526063209,-3.70558548455711,-3.41999700994819,-3.18549478467926,-2.84686967412559,1.00112361237249,8900
"loglik[59]",-2.76998242194064,0.178780515735451,-3.16996016029782,-2.87821435792293,-2.74965343683801,-2.63820141812712,-2.48320062171677,1.0010312937233,15000
"loglik[60]",-3.03419726905281,0.217558231385366,-3.53503957558735,-3.15884706989067,-3.00368684051325,-2.87591951281091,-2.70806189543924,1.00098947014963,15000
"loglik[61]",-1.95868413807371,0.101400798606931,-2.22232240335212,-1.99717014535342,-1.93812641317603,-1.89351018390057,-1.82193905671185,1.00181542061089,2200
"loglik[62]",-2.68266009211579,0.117393639115224,-2.98368384841527,-2.73443487856724,-2.6569726490161,-2.60356287225268,-2.52700294385917,1.00098978465931,15000
"loglik[63]",-2.45521340788943,0.284893880890035,-3.11926263553126,-2.62247158464655,-2.41165596161728,-2.24639412816644,-2.02922436116768,1.0034513921145,790
"loglik[64]",-2.36908816269973,0.0999062227785336,-2.62870781379906,-2.41025890392838,-2.34830521010423,-2.30398032258531,-2.2325981650985,1.00194685136214,1900
"loglik[65]",-2.98239291977411,0.218063275555814,-3.46724432358597,-3.1121744285383,-2.96132348894767,-2.82462821405167,-2.62724057016566,1.00227173304222,1500
"loglik[66]",-2.62276090108587,0.0653118350274873,-2.77108796291645,-2.65663852125088,-2.61619189224787,-2.57981440192137,-2.51594311003764,1.00145464918848,3600
"loglik[67]",-3.32141089501495,0.473590069549911,-4.3674551379124,-3.62347601872917,-3.26579155718214,-2.97447118124808,-2.54739868017539,1.0034220642612,800
"loglik[68]",-3.00159023520255,0.339647570364447,-3.75439337746259,-3.21138730013274,-2.96844027234419,-2.74919235093023,-2.45076178548421,1.00317113080283,880
"loglik[69]",-3.20729891451414,0.279815180612276,-3.82632842557784,-3.37882656603478,-3.18127055010399,-3.00830648873466,-2.73975532380692,1.00163759318274,2700
"loglik[70]",-2.76459838640182,0.149148770478346,-3.13403638519199,-2.83864183399259,-2.73400723372781,-2.65841669408917,-2.56347488363157,1.0011718812578,7300
"loglik[71]",-2.39684591411396,0.289107954035475,-3.08461750478706,-2.56369688800044,-2.34710271589476,-2.18284309263489,-1.98311391873681,1.00360240178551,740
"loglik[72]",-2.62530789071067,0.0652672738439006,-2.77533081367683,-2.66034057003565,-2.61922960581678,-2.5815968772979,-2.51729749945628,1.0015899499507,2900
"loglik[73]",-2.09128279457757,0.0910621467794017,-2.32187218533428,-2.12955065418754,-2.07496280137613,-2.03252970736953,-1.96340053678622,1.00157577779745,3000
"loglik[74]",-2.740858760402,0.229389243918993,-3.3005152097142,-2.85949508032821,-2.69962344316921,-2.57958297847446,-2.41658136945263,1.00098345740931,15000
"loglik[75]",-2.43558681958724,0.0707537415888967,-2.60521785907649,-2.46852480200498,-2.42722777496356,-2.3903434955225,-2.32548892534859,1.00115057353792,7900
"loglik[76]",-3.79934735786035,0.525028924682809,-4.98541278683927,-4.10602701186427,-3.75212145809379,-3.43398215806031,-2.90459792032927,1.00190905629527,2000
"loglik[77]",-2.43941508995092,0.0710299511727513,-2.60614858725081,-2.47360128477716,-2.4310501395037,-2.39336717406731,-2.32822255580203,1.00105706019433,13000
"loglik[78]",-2.52761458183571,0.0743976937596054,-2.70295364650047,-2.56326202572003,-2.51818905122918,-2.47956529353653,-2.41296625887056,1.00136956442319,4300
"loglik[79]",-2.5358147087697,0.167153596272716,-2.96439619496541,-2.61048904096091,-2.49673500322403,-2.41982041651543,-2.3211680639386,1.00112479866004,8800
"loglik[80]",-3.32052402725271,0.352965711812234,-4.10279211115881,-3.53571019425713,-3.29291658324237,-3.07516044440073,-2.70499454537965,1.00142989917735,3800
"loglik[81]",-2.4225501911467,0.0827919364349816,-2.61217566047386,-2.46859779703928,-2.41483194332635,-2.36699151822644,-2.2835376377429,1.00121357505792,6400
"loglik[82]",-4.26798329892809,0.45426253631936,-5.25480317549081,-4.5512177985911,-4.2291571629683,-3.94923138806237,-3.47706428164443,1.00099504637206,15000
"loglik[83]",-2.62557700347323,0.11446052693296,-2.9050414898962,-2.68517699601277,-2.60741562760365,-2.54461639765601,-2.452547649515,1.00091514461501,15000
"loglik[84]",-3.2730600189148,0.370203985488021,-4.08043657956834,-3.4990313603351,-3.24514111969262,-3.00965212254419,-2.63288344176098,1.00156215972929,3000
"loglik[85]",-2.39664651987407,0.0724591402719643,-2.55764780826255,-2.4390685478347,-2.39187564299956,-2.34758285107082,-2.26925247261628,1.00102331475293,15000
"loglik[86]",-3.01299273507787,0.252302409912154,-3.57234742922405,-3.16294002402252,-2.98680863849254,-2.83268240003279,-2.59408256033449,1.00128497194286,5200
"loglik[87]",-2.54553770649015,0.0669327180849068,-2.68623492281064,-2.58637462056958,-2.54233773715716,-2.50018889287493,-2.4243579270089,1.00090468555001,15000
"loglik[88]",-4.04063205923731,0.466768100119558,-5.06806115380512,-4.33159457292826,-4.00739360245553,-3.71315174609709,-3.21961023555116,1.00180508665976,2200
"loglik[89]",-2.42546257023502,0.091429540180502,-2.6349255129523,-2.47561311374947,-2.41606138058592,-2.3636021972239,-2.2722612082647,1.00142103110666,3800
"loglik[90]",-2.71470113558423,0.177205463407247,-3.12506829588315,-2.81448412296541,-2.69249833324403,-2.58929196383394,-2.43235721422273,1.00125451933045,5600
"loglik[91]",-2.5617646844306,0.0814884397765932,-2.74237736303461,-2.61018188303633,-2.5554318195849,-2.50560525805088,-2.4194515160168,1.00090916264941,15000
"loglik[92]",-2.99626207048958,0.233144014849911,-3.52676170904258,-3.13252581807702,-2.97290852374897,-2.83186490052815,-2.61093533379664,1.00129659662316,5000
"loglik[93]",-2.53955416621246,0.0725032504908492,-2.69082196736025,-2.58515985501478,-2.53714805036992,-2.49011034386459,-2.40610425995726,1.00090137789159,15000
"loglik[94]",-2.46417575796323,0.134672158792737,-2.7842102552643,-2.53126896189346,-2.44511844899352,-2.37308663635322,-2.25983318783451,1.00130624853342,4900
"loglik[95]",-2.61955412975217,0.105717177548038,-2.86493441309036,-2.67339833946992,-2.6074126077253,-2.54970353836703,-2.45612005127774,1.00106397620817,12000
"loglik[96]",-3.92858269219227,0.53349459635004,-5.13718297689846,-4.2366260443453,-3.86643235850413,-3.55071407352359,-3.06740501796982,1.00101028745094,15000
"loglik[97]",-3.92100400580058,0.496031064727139,-5.03286756929854,-4.22577840112973,-3.87354764772704,-3.57058228438121,-3.08270700920625,1.0009134344371,15000
"loglik[98]",-3.09270317231996,0.300187489357159,-3.78845441180349,-3.26464717076247,-3.05862737937733,-2.88376744729912,-2.59703340839781,1.00091317054503,15000
"loglik[99]",-2.66638062595116,0.107649810302258,-2.89313109708378,-2.73427032170262,-2.66244160658968,-2.59306306540428,-2.46847570223251,1.0009763189555,15000
"loglik[100]",-2.48126814639275,0.102118464163962,-2.69230331708252,-2.54530215241069,-2.4780362089288,-2.4121007866283,-2.29367038105076,1.00090031059687,15000
"loglik[101]",-2.52265761138905,0.26692183955889,-3.1271131601705,-2.68016605614833,-2.49437176560742,-2.33052931151001,-2.08890051854287,1.00096723988702,15000
"loglik[102]",-2.24083843110102,0.099544764360897,-2.44911150027421,-2.30288841007213,-2.23680449077987,-2.17261889183658,-2.06002987484181,1.00090205631752,15000
"loglik[103]",-3.68016959743864,0.332250157808942,-4.42007048988802,-3.8804793222683,-3.64839509239534,-3.44718591667539,-3.1164857616672,1.0009541849601,15000
"loglik[104]",-3.74016862642791,0.407841378459945,-4.65263337388452,-3.98523207938958,-3.70058662225684,-3.44993163594259,-3.06151997982613,1.00091166514678,15000
"loglik[105]",-1.94041570800937,0.109421555809974,-2.16975734974357,-2.00883307123681,-1.93617727495339,-1.86592697105356,-1.73817062857508,1.00093926764092,15000
"loglik[106]",-2.44329985292274,0.19684615405662,-2.90391295136165,-2.54942239967681,-2.41530017551341,-2.30784011067478,-2.1333188576263,1.00109426814017,10000
"loglik[107]",-2.77202346451697,0.139750772888495,-3.07923356131629,-2.85572110470796,-2.76165579566411,-2.67589519289254,-2.52474451686691,1.00126714256852,5400
"loglik[108]",-2.55686727959722,0.130916132678578,-2.84652186561437,-2.6318522777209,-2.5456770989256,-2.46913036937337,-2.33086679946277,1.00114427482606,8100
"loglik[109]",-2.37905613920237,0.221164997831962,-2.87669494598849,-2.51138448780866,-2.35353899792435,-2.22275746189465,-2.01253530783147,1.00090858395041,15000
"loglik[110]",-2.27753646421855,0.121039011039954,-2.53332521132619,-2.35141156758699,-2.27082444448707,-2.19515651811495,-2.05877882592519,1.00093263509802,15000
"loglik[111]",-3.00909803828691,0.178793294583079,-3.40231402544139,-3.11751537396271,-2.99539013137066,-2.88402762620827,-2.70214940865662,1.00094160770046,15000
"loglik[112]",-2.46668093127055,0.101004198371703,-2.66826579364586,-2.53380109232257,-2.46609896901269,-2.39793591925245,-2.27390217801091,1.00091689438759,15000
"loglik[113]",-3.55255155675635,0.32659745687175,-4.26787791458899,-3.7590739522015,-3.52057802399172,-3.31613113783349,-3.01099496447635,1.00107167045492,12000
"loglik[114]",-2.65998201192085,0.157600735937076,-3.01082867133079,-2.7568706787189,-2.64349359414979,-2.54607569097834,-2.40453402655785,1.00135250551137,4400
"loglik[115]",-2.23965903982337,0.0603760522196079,-2.37202362674358,-2.2753920786833,-2.23506214612995,-2.19905903692453,-2.13379041749819,1.00095459873875,15000
"loglik[116]",-2.77021569002557,0.125704366229167,-3.06695678584666,-2.83811907393613,-2.75051561408032,-2.68007763358451,-2.58352145608258,1.00133262760269,4600
"loglik[117]",-4.0747136708787,0.403976960986567,-4.94598154901957,-4.3267506161898,-4.04414607635873,-3.78716632084021,-3.37749700613138,1.00132708367061,4700
"loglik[118]",-2.5488721542126,0.124587671721406,-2.82873300260713,-2.6252283480253,-2.53382090275822,-2.4587081852086,-2.34858429317521,1.00097509228107,15000
"loglik[119]",-2.25883554790045,0.0701788862549341,-2.42260911877012,-2.29785382005055,-2.25188138273355,-2.21025635948269,-2.14321806410553,1.00090493379745,15000
"loglik[120]",-2.74389532249131,0.113207307394653,-3.00921437455872,-2.8049764386759,-2.72701100961486,-2.66312778152349,-2.57329302599391,1.00143534337756,3700
"loglik[121]",-3.46297623418589,0.295784054419816,-4.11603057338764,-3.6451207704629,-3.43673840304074,-3.2523423016908,-2.95940264739767,1.00112131551871,9000
"loglik[122]",-2.37766429423603,0.0562805819672719,-2.49896473402646,-2.41087922217857,-2.37404677109538,-2.33989750404331,-2.2774041390625,1.00174513137572,2400
"loglik[123]",-2.61971359046232,0.176573860498276,-3.02003691352137,-2.72407468326759,-2.60021148643247,-2.4937098439774,-2.3292911498187,1.0013303754009,4600
"loglik[124]",-3.38371888487282,0.253688200700984,-3.93081248537871,-3.54370377647188,-3.36764192015572,-3.20361154967496,-2.94106569588904,1.00105526218209,13000
"loglik[125]",-3.19221344277136,0.298214672886341,-3.85781800003394,-3.37053968386389,-3.16064745572323,-2.98064752596093,-2.70316980797789,1.00126619771265,5400
"loglik[126]",-2.76529986725841,0.1780468550245,-3.15220252404175,-2.87620665375286,-2.74950182884262,-2.63714066842388,-2.46438734845396,1.00117994484447,7100
"loglik[127]",-2.39188950612646,0.114482217055682,-2.65753874927318,-2.45801681170285,-2.37623521764846,-2.31113707749856,-2.21121335620419,1.00139542545296,4000
"loglik[128]",-2.6183107670816,0.0572000851317023,-2.74321429349536,-2.65179456577171,-2.6147335754233,-2.58015679443953,-2.51737965733483,1.00099459239978,15000
"loglik[129]",-2.91131799148005,0.419231007153174,-3.90145191280061,-3.14365805832681,-2.84683693451021,-2.60715535551894,-2.2953453309812,1.0009706006347,15000
"loglik[130]",-2.12122130901098,0.153667355115216,-2.51705312900554,-2.1844982230452,-2.08997474674756,-2.02173089200363,-1.91797864032172,1.0009013855821,15000
"loglik[131]",-2.8473795829236,0.165054318347583,-3.244421679855,-2.92256292881641,-2.81783928092644,-2.73670905306644,-2.61955650067161,1.00130305793594,15000
"loglik[132]",-2.4397469810641,0.156727763833353,-2.80481726697952,-2.53173879165219,-2.41964142198274,-2.32841894119653,-2.1937421919311,1.00094019189447,15000
"loglik[133]",-2.4000873279083,0.144473091081407,-2.75601625431513,-2.47402659551155,-2.37431844981213,-2.29792422668697,-2.19244302618707,1.0009589331204,15000
"loglik[134]",-2.24092932865331,0.0689674436020925,-2.3858002294161,-2.28458507311168,-2.2380236753921,-2.19371008017422,-2.11262676133642,1.00090787400914,15000
"loglik[135]",-2.66488660819471,0.10171560405301,-2.89415994327881,-2.72263806834101,-2.65279070338946,-2.59469105827841,-2.4975021766428,1.00091896067078,15000
"loglik[136]",-3.50642826004792,0.442940882801316,-4.48349208100605,-3.77976145177067,-3.46520266950094,-3.18596025194437,-2.75561217748527,1.00112081032917,9000
"loglik[137]",-4.07260047305116,0.496311605189553,-5.14387852656588,-4.37928053498987,-4.03080662889821,-3.71539998425629,-3.22963475034427,1.00113888527588,8300
"loglik[138]",-2.26665744110328,0.0960634423624225,-2.47980338203613,-2.32136067396151,-2.25799277391204,-2.20102830699687,-2.10532438212303,1.0011982868162,6700
"loglik[139]",-2.58746519380055,0.0874685306748409,-2.78186369852822,-2.63679740171973,-2.58108370371453,-2.52805620209131,-2.4354440776341,1.00090025310379,15000
"loglik[140]",-2.76830924823683,0.238839451674546,-3.28591320257801,-2.91652856645828,-2.75078098461211,-2.60088428225054,-2.35179073464856,1.00093778224164,15000
"loglik[141]",-2.84317322147863,0.241007377526558,-3.40312308361375,-2.979720119187,-2.80761765435132,-2.67219891641027,-2.4710566164667,1.00102422345976,15000
"loglik[142]",-2.25745970000737,0.118641494222412,-2.5093129743034,-2.33064736890486,-2.25077572751883,-2.17603192934961,-2.04449596630366,1.00104992668132,13000
"loglik[143]",-3.10867349945364,0.253446368966511,-3.67071429859928,-3.26366626298183,-3.08561914919533,-2.92882117030482,-2.68187992545659,1.00109692455194,10000
"loglik[144]",-2.23916082019504,0.0804070660437303,-2.4062898710928,-2.28981354706595,-2.23555542190523,-2.18415516637016,-2.09265748032114,1.00093854565632,15000
"loglik[145]",-4.89642497781421,0.593185678717379,-6.15018752534008,-5.27500793847948,-4.86168409853631,-4.4820943341531,-3.84132389743178,1.0011650857803,7500
"loglik[146]",-2.29845301574121,0.0973883799062711,-2.51844733185387,-2.35443597740589,-2.28941915821743,-2.23231293870276,-2.13297124450353,1.00103154204182,15000
"loglik[147]",-2.63098037669857,0.0996496779848289,-2.8466842067011,-2.69156464529247,-2.62332844396254,-2.56203098862419,-2.45763994238512,1.00101698944046,15000
"loglik[148]",-3.11188110931978,0.358227804920276,-3.88403443535739,-3.33749697925002,-3.08453693031398,-2.85753813848187,-2.49575804066574,1.00160121194902,2900
"loglik[149]",-2.80717173395345,0.29231577458422,-3.46341222741862,-2.982385481533,-2.77354920875032,-2.59811230455224,-2.32409111426563,1.00132337579068,4700
"loglik[150]",-3.29312219848366,0.252980242020624,-3.83599063736006,-3.45368116840486,-3.27521378514018,-3.11389399593715,-2.8574176699081,1.00193362984615,1900
"loglik[151]",-2.6908525772543,0.200471909931204,-3.17643776780219,-2.79667675420383,-2.6568643236758,-2.54684080382567,-2.39813378567378,1.00157478693679,3000
"loglik[152]",-3.77075152016129,0.506129464083784,-4.86996761571191,-4.08824572838335,-3.73328111356215,-3.41251175349638,-2.88879203712127,1.00130555365672,4900
"loglik[153]",-2.86241194672661,0.300745578647307,-3.54469386407544,-3.04248386798329,-2.82730241729738,-2.65098079070096,-2.3717399101512,1.00123332993513,6000
"loglik[154]",-2.65738467828887,0.0753473015081949,-2.81555537218781,-2.70428280158981,-2.65334329375416,-2.60475127845766,-2.52167646092298,1.00111784428872,9100
"loglik[155]",-2.44264206517999,0.0958056995843258,-2.6667060122297,-2.49521405329166,-2.43190479051522,-2.37615039040059,-2.28841906276524,1.00129187326193,5100
"loglik[156]",-5.57256886053637,0.708455033690197,-7.05673510486031,-6.0214201288993,-5.53251400609234,-5.07548673474801,-4.30070022030371,1.00155970611122,3000
"loglik[157]",-4.3369124326966,0.539917898490803,-5.49309669176256,-4.67172546822573,-4.29329098203828,-3.95610576601922,-3.40875348384149,1.00115772511433,7700
"loglik[158]",-2.65230557375661,0.0719121483660378,-2.80351087281113,-2.69791618048292,-2.64913498167306,-2.60301989011863,-2.52046346713335,1.00108323890402,11000
"loglik[159]",-2.45415438662096,0.107918133037929,-2.71911940250274,-2.50269511926317,-2.43792332184821,-2.3850458406349,-2.29473692812289,1.00112621044483,8800
"loglik[160]",-3.2787235961449,0.381152607660156,-4.09868696606089,-3.51922288378481,-3.25060445163423,-3.0086453977846,-2.61524337591628,1.00138096372272,4200
"loglik[161]",-2.14058011849961,0.145281241152729,-2.46640733676151,-2.22559426854869,-2.12457868646395,-2.03826188252687,-1.90748330296863,1.00110279453719,9800
"loglik[162]",-3.32480353305594,0.263557757387252,-3.91872613803947,-3.48391691100431,-3.29435322560083,-3.13650132136514,-2.89894449089066,1.00110806897975,9500
"loglik[163]",-2.64446256409427,0.197823054858386,-3.10778539680139,-2.76020368441638,-2.61574870432143,-2.49729447565744,-2.34994853547114,1.00196789255127,1900
"loglik[164]",-1.90646636090621,0.0840068047542386,-2.08424428069116,-1.95966251222411,-1.90102353184092,-1.84931592595792,-1.7582424000548,1.00100249626402,15000
"loglik[165]",-2.71539725483522,0.180473753724326,-3.11795004718798,-2.82290155544806,-2.69855700101675,-2.58857500448864,-2.41261759627159,1.00125885007346,5600
"loglik[166]",-3.01813791541998,0.217450323496535,-3.5249140387339,-3.14219580979124,-2.99290858869948,-2.86276167660163,-2.67404245778831,1.00117714281498,7200
"loglik[167]",-2.19056463986404,0.162305772144326,-2.54570569613458,-2.29245763789642,-2.17780990967867,-2.07626917475485,-1.90977471844077,1.00161522468953,2800
"loglik[168]",-2.37447221251992,0.0788505241734107,-2.53839890021984,-2.42547154445614,-2.37190357655108,-2.32004460267773,-2.22914371137834,1.00093523621447,15000
"loglik[169]",-2.63407775520575,0.0846526778733936,-2.81708720566616,-2.68692155428014,-2.6294416649598,-2.57562971195787,-2.48301764390415,1.00097881798667,15000
"loglik[170]",-2.11100017277197,0.146156389924295,-2.42835087442136,-2.20091877467938,-2.09933039879455,-2.00690192101129,-1.85987403631426,1.0014363753621,3700
"loglik[171]",-2.58065906372837,0.142115640815625,-2.89911692473753,-2.66633573122079,-2.56779642800158,-2.48020402564045,-2.34133333767206,1.0011704769222,7400
"loglik[172]",-3.04497207211288,0.228073259208687,-3.5719289531436,-3.1749265021489,-3.01763055725813,-2.88243175587262,-2.6863156768692,1.0011147492499,9300
"loglik[173]",-1.91612200446698,0.0880805851801855,-2.10912002668996,-1.97147102718601,-1.91071233986015,-1.85579904069267,-1.75920276434513,1.00115963020638,7700
"loglik[174]",-2.80993858045465,0.191732064513088,-3.23678686369796,-2.92523593168627,-2.79349112508744,-2.67534070032829,-2.48510392613616,1.00128315203469,5200
"loglik[175]",-3.93018126623401,0.405369048518768,-4.82366586013588,-4.17597888462845,-3.89314308221694,-3.64414983638832,-3.23965514218988,1.00113039539546,8600
"loglik[176]",-2.48609667763695,0.133554352607726,-2.79476730889748,-2.56416964066796,-2.46517091145418,-2.38910271982255,-2.28141414097673,1.00104104249569,14000
"loglik[177]",-2.22503601776082,0.079619305468796,-2.40973352269929,-2.2667050469153,-2.2176041359666,-2.17165018759331,-2.09479529712594,1.00103760038347,14000
"loglik[178]",-2.59035104303964,0.147809335905818,-2.91712388815305,-2.68340236555676,-2.57590397182089,-2.48202927507218,-2.34561200833765,1.00104493629875,14000
"loglik[179]",-2.95498778435226,0.204288667265327,-3.42055116366579,-3.07570747065442,-2.92988562391585,-2.80775112469573,-2.62997129946489,1.00105348172128,13000
"loglik[180]",-2.37689639417378,0.0803548015509855,-2.56069199586684,-2.41950845945096,-2.36914224237236,-2.32330293271853,-2.24545113680207,1.0010286085087,15000
"loglik[181]",-2.21360874905628,0.0767976047465102,-2.38751592080973,-2.25685539068603,-2.20671396344428,-2.16178760145912,-2.08463434450576,1.00100986275745,15000
"loglik[182]",-2.45446923996981,0.124264370330918,-2.74898620749024,-2.52397772616806,-2.43458915763429,-2.36536727915567,-2.2634294490245,1.00109686562211,10000
"loglik[183]",-2.66377381153327,0.118333407348747,-2.94114084317171,-2.72944250344137,-2.64582965853701,-2.58010818849387,-2.48077053807004,1.00091117757756,15000
"loglik[184]",-3.10358184845475,0.339649285866306,-3.87766426857411,-3.3001062579403,-3.05685062291015,-2.85904926998469,-2.56906180317222,1.00124144291876,5800
"loglik[185]",-2.4005440401872,0.176711192218747,-2.84036112250329,-2.49098829470444,-2.36470427629619,-2.27508871315895,-2.15469298050336,1.00140222279143,4000
"loglik[186]",-2.3845083807147,0.0869713323816348,-2.58522312570203,-2.43381002522336,-2.37432260251808,-2.32410117516501,-2.24296193923524,1.00108680527456,11000
"loglik[187]",-2.65634727013465,0.111080658502092,-2.92246108364017,-2.7140400896621,-2.6384693612913,-2.58048429058532,-2.48609809282142,1.00098407316187,15000
"loglik[188]",-2.69722324870032,0.242668346001198,-3.25548458044617,-2.83925914443438,-2.66329968026356,-2.51975299609477,-2.32610209713458,1.00124676420506,5700
"loglik[189]",-3.8306070227918,0.385117467998983,-4.64517489357423,-4.08244752693642,-3.80615167450617,-3.55849893884401,-3.14694740523143,1.00108453789046,11000
"loglik[190]",-2.73239183590774,0.13942783308828,-3.062954086254,-2.80971256552282,-2.71213480500018,-2.63368058470697,-2.51812468499597,1.00115907214002,7700
"loglik[191]",-3.50687988004954,0.421777224649142,-4.39211479614747,-3.7804131016767,-3.48500421021944,-3.20803237894219,-2.74572086460439,1.00201176994148,1800
"loglik[192]",-2.94395632115521,0.248663114178754,-3.49009023711976,-3.09899904003375,-2.92140765885553,-2.76666608147911,-2.52678075274171,1.00184215949773,2100
"loglik[193]",-2.72245991152045,0.132297718961523,-3.05283392997089,-2.78630456089515,-2.69570171310558,-2.6304016061225,-2.54149245889314,1.00107926763324,11000
"loglik[194]",-2.39746521036082,0.19470154852534,-2.83858232436607,-2.51825603021971,-2.37628776291278,-2.25280026239452,-2.08478218158291,1.00285761275507,1000
"loglik[195]",-2.39666442922044,0.0740830959772799,-2.5759921053048,-2.4344694801664,-2.38751491337127,-2.34637333067096,-2.27879699041813,1.00197122458926,1900
"loglik[196]",-2.62587280817685,0.0659234577359109,-2.783951043172,-2.65940685882959,-2.61855614940053,-2.58218003027709,-2.51937250673036,1.00090207909943,15000
"loglik[197]",-2.16830500023042,0.117742720989138,-2.45851398462546,-2.22770211271405,-2.14495196550232,-2.08570544150478,-2.00304760548053,1.001776028367,2300
"loglik[198]",-3.10763386616057,0.27146710747861,-3.69060213006423,-3.27889886307825,-3.08787668953526,-2.91282071031815,-2.64026380436916,1.00200865100174,1800
"loglik[199]",-2.94223490262541,0.199103110149167,-3.39776455569945,-3.06028202082844,-2.91777219761665,-2.79710875868044,-2.63134713258504,1.00179594733787,2200
"loglik[200]",-3.24875528682106,0.365371130392493,-4.02610799810308,-3.48429068189289,-3.22900772096216,-2.98818704846309,-2.6023134360815,1.00247485908819,1300
"loglik[201]",-2.4646774444283,0.109132637576354,-2.72156761281803,-2.52488235251449,-2.44592238650198,-2.38621649813844,-2.30367285213093,1.00227538046202,1500
"loglik[202]",-2.62719387827166,0.0664971229168005,-2.78368519721015,-2.6609110660441,-2.62024813062535,-2.58327503563107,-2.51922532062996,1.00093518594536,15000
"loglik[203]",-2.19226325129598,0.066002312258432,-2.33086026269475,-2.2337868869618,-2.18931384713277,-2.14763652021211,-2.07137691232395,1.00091281652717,15000
"loglik[204]",-2.09559543682786,0.117361013714242,-2.36795973366949,-2.16216809331892,-2.08157806520868,-2.01341410130629,-1.90672916103005,1.00121095460169,6400
"loglik[205]",-2.56895027848026,0.0779295520991551,-2.74367600190301,-2.61388987980162,-2.56242589884681,-2.51584304327178,-2.43578744733881,1.00101759051576,15000
"loglik[206]",-2.19482604354277,0.066634583108885,-2.33551536138134,-2.2362105078969,-2.19197248895776,-2.14926348457496,-2.07332252703603,1.00104043712835,14000
"loglik[207]",-2.00178981581251,0.0849148594655373,-2.19671368798635,-2.05063060699253,-1.99363897870325,-1.94321374899874,-1.85855315812228,1.00096903089666,15000
"loglik[208]",-2.55008044348369,0.0681534624226441,-2.69391281928901,-2.59224273638462,-2.54684560163364,-2.50346902516068,-2.42673843988627,1.0009007715497,15000
"loglik[209]",-2.23708437681233,0.0954944112441603,-2.45914596604476,-2.29027817139969,-2.22593188742354,-2.17138504886124,-2.07949796873157,1.00127966759941,5300
"loglik[210]",-2.01812070610496,0.0969437919390739,-2.23780750921896,-2.07446148667121,-2.00814502636523,-1.95088224668356,-1.8552990610592,1.00114843788592,8000
"loglik[211]",-2.8951115920631,0.175888599893048,-3.29390814121418,-2.99776367665139,-2.87426866380843,-2.77288238641896,-2.60890588088128,1.00132886205874,4700
"loglik[212]",-2.23105305549318,0.0954002459017199,-2.44718513036626,-2.28360664554913,-2.22111369064176,-2.1658777138469,-2.07395591563646,1.00109979722063,9900
"loglik[213]",-2.45263317403961,0.219371253020213,-2.9392403086839,-2.58295609659898,-2.43146490986903,-2.29790424830975,-2.08485637759282,1.00127541681801,5300
"loglik[214]",-2.58922044560352,0.0928800127882022,-2.80132729353678,-2.64141065213837,-2.58039381792036,-2.52566646769153,-2.43035760945037,1.00125186456216,5700
"loglik[215]",-2.38254868958241,0.0924351431559717,-2.61367851442676,-2.42416280427967,-2.36796744848958,-2.32299719516937,-2.24735527652998,1.0010804940034,15000
"loglik[216]",-2.23334785541119,0.0919564132604522,-2.46516790446376,-2.27407473558487,-2.21953468337019,-2.17338844331867,-2.09728089834252,1.00090353015758,15000
"loglik[217]",-2.46452002053043,0.125189984120739,-2.76359438237206,-2.53058548086775,-2.44609670265267,-2.37680863339855,-2.27584753553056,1.00090161369527,15000
"loglik[218]",-2.3748534752721,0.0824096394446104,-2.56830349496241,-2.41795352104703,-2.3649386166574,-2.31923295027433,-2.24498486354899,1.00095458523299,15000
